,id,geometry,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,OBJECTID,UTILITYNAM,CREATIONUS,DATECREATE,DATEMODIFI,LASTUSER,GLOBALID,SHAPE_STAr,SHAPE_STLe
0,62,MULTIPOINT (7369621.0722 564893.7969),41,071,030502,1,410710305021,Block Group 1,G5030,S,352542676,13445,+45.1500952,-123.6484109,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
1,63,MULTIPOINT (7369621.0722 554333.7969),41,071,030502,1,410710305021,Block Group 1,G5030,S,352542676,13445,+45.1500952,-123.6484109,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
2,64,MULTIPOINT (7369621.0722 543773.7969),41,071,030502,1,410710305021,Block Group 1,G5030,S,352542676,13445,+45.1500952,-123.6484109,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
3,65,MULTIPOINT (7369621.0722 533213.7969),41,071,030502,1,410710305021,Block Group 1,G5030,S,352542676,13445,+45.1500952,-123.6484109,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
4,100,MULTIPOINT (7380181.0722 564893.7969),41,071,030502,1,410710305021,Block Group 1,G5030,S,352542676,13445,+45.1500952,-123.6484109,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
5,101,MULTIPOINT (7380181.0722 554333.7969),41,071,030502,1,410710305021,Block Group 1,G5030,S,352542676,13445,+45.1500952,-123.6484109,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
6,102,MULTIPOINT (7380181.0722 543773.7969),41,071,030502,1,410710305021,Block Group 1,G5030,S,352542676,13445,+45.1500952,-123.6484109,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
7,103,MULTIPOINT (7380181.0722 533213.7969),41,071,030502,1,410710305021,Block Group 1,G5030,S,352542676,13445,+45.1500952,-123.6484109,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
8,104,MULTIPOINT (7380181.0722 522653.7969),41,053,020400,2,410530204002,Block Group 2,G5030,S,189788385,20837,+45.0364029,-123.5967523,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
9,138,MULTIPOINT (7390741.0722 564893.7969),41,071,030502,1,410710305021,Block Group 1,G5030,S,352542676,13445,+45.1500952,-123.6484109,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
10,139,MULTIPOINT (7390741.0722 554333.7969),41,071,030502,1,410710305021,Block Group 1,G5030,S,352542676,13445,+45.1500952,-123.6484109,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
11,140,MULTIPOINT (7390741.0722 543773.7969),41,071,030502,1,410710305021,Block Group 1,G5030,S,352542676,13445,+45.1500952,-123.6484109,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
12,141,MULTIPOINT (7390741.0722 533213.7969),41,071,030502,1,410710305021,Block Group 1,G5030,S,352542676,13445,+45.1500952,-123.6484109,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
13,142,MULTIPOINT (7390741.0722 522653.7969),41,053,020400,2,410530204002,Block Group 2,G5030,S,189788385,20837,+45.0364029,-123.5967523,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
14,143,MULTIPOINT (7390741.0722 512093.7969),41,053,020400,2,410530204002,Block Group 2,G5030,S,189788385,20837,+45.0364029,-123.5967523,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
15,176,MULTIPOINT (7401301.0722 564893.7969),41,071,030502,1,410710305021,Block Group 1,G5030,S,352542676,13445,+45.1500952,-123.6484109,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
16,177,MULTIPOINT (7401301.0722 554333.7969),41,071,030502,1,410710305021,Block Group 1,G5030,S,352542676,13445,+45.1500952,-123.6484109,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
17,178,MULTIPOINT (7401301.0722 543773.7969),41,071,030502,1,410710305021,Block Group 1,G5030,S,352542676,13445,+45.1500952,-123.6484109,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
18,179,MULTIPOINT (7401301.0722 533213.7969),41,071,030502,1,410710305021,Block Group 1,G5030,S,352542676,13445,+45.1500952,-123.6484109,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
19,180,MULTIPOINT (7401301.0722 522653.7969),41,053,020400,2,410530204002,Block Group 2,G5030,S,189788385,20837,+45.0364029,-123.5967523,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
20,181,MULTIPOINT (7401301.0722 512093.7969),41,053,020400,2,410530204002,Block Group 2,G5030,S,189788385,20837,+45.0364029,-123.5967523,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
21,182,MULTIPOINT (7401301.0722 501533.7969),41,053,020400,2,410530204002,Block Group 2,G5030,S,189788385,20837,+45.0364029,-123.5967523,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
22,183,MULTIPOINT (7401301.0722 490973.7969),41,053,020400,3,410530204003,Block Group 3,G5030,S,662710474,1906474,+44.8746280,-123.6035568,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
23,213,MULTIPOINT (7411861.0722 575453.7969),41,071,030502,1,410710305021,Block Group 1,G5030,S,352542676,13445,+45.1500952,-123.6484109,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
24,214,MULTIPOINT (7411861.0722 564893.7969),41,071,030502,1,410710305021,Block Group 1,G5030,S,352542676,13445,+45.1500952,-123.6484109,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
25,215,MULTIPOINT (7411861.0722 554333.7969),41,071,030502,1,410710305021,Block Group 1,G5030,S,352542676,13445,+45.1500952,-123.6484109,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
26,216,MULTIPOINT (7411861.0722 543773.7969),41,071,030502,1,410710305021,Block Group 1,G5030,S,352542676,13445,+45.1500952,-123.6484109,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
27,217,MULTIPOINT (7411861.0722 533213.7969),41,071,030502,1,410710305021,Block Group 1,G5030,S,352542676,13445,+45.1500952,-123.6484109,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
28,218,MULTIPOINT (7411861.0722 522653.7969),41,053,020400,2,410530204002,Block Group 2,G5030,S,189788385,20837,+45.0364029,-123.5967523,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
29,219,MULTIPOINT (7411861.0722 512093.7969),41,053,020400,2,410530204002,Block Group 2,G5030,S,189788385,20837,+45.0364029,-123.5967523,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
30,220,MULTIPOINT (7411861.0722 501533.7969),41,053,020400,2,410530204002,Block Group 2,G5030,S,189788385,20837,+45.0364029,-123.5967523,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
31,221,MULTIPOINT (7411861.0722 490973.7969),41,053,020400,3,410530204003,Block Group 3,G5030,S,662710474,1906474,+44.8746280,-123.6035568,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
32,251,MULTIPOINT (7422421.0722 575453.7969),41,071,030502,1,410710305021,Block Group 1,G5030,S,352542676,13445,+45.1500952,-123.6484109,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
33,252,MULTIPOINT (7422421.0722 564893.7969),41,071,030502,1,410710305021,Block Group 1,G5030,S,352542676,13445,+45.1500952,-123.6484109,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
34,253,MULTIPOINT (7422421.0722 554333.7969),41,071,030502,1,410710305021,Block Group 1,G5030,S,352542676,13445,+45.1500952,-123.6484109,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
35,254,MULTIPOINT (7422421.0722 543773.7969),41,071,030502,1,410710305021,Block Group 1,G5030,S,352542676,13445,+45.1500952,-123.6484109,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
36,255,MULTIPOINT (7422421.0722 533213.7969),41,071,030502,1,410710305021,Block Group 1,G5030,S,352542676,13445,+45.1500952,-123.6484109,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
37,256,MULTIPOINT (7422421.0722 522653.7969),41,053,020400,1,410530204001,Block Group 1,G5030,S,44710451,43936,+45.0519061,-123.4623889,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
38,257,MULTIPOINT (7422421.0722 512093.7969),41,053,020400,2,410530204002,Block Group 2,G5030,S,189788385,20837,+45.0364029,-123.5967523,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
39,258,MULTIPOINT (7422421.0722 501533.7969),41,053,020400,2,410530204002,Block Group 2,G5030,S,189788385,20837,+45.0364029,-123.5967523,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
40,259,MULTIPOINT (7422421.0722 490973.7969),41,053,020400,3,410530204003,Block Group 3,G5030,S,662710474,1906474,+44.8746280,-123.6035568,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
41,289,MULTIPOINT (7432981.0722 575453.7969),41,071,030501,2,410710305012,Block Group 2,G5030,S,147424435,0,+45.1890997,-123.4325817,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
42,290,MULTIPOINT (7432981.0722 564893.7969),41,071,030501,2,410710305012,Block Group 2,G5030,S,147424435,0,+45.1890997,-123.4325817,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
43,291,MULTIPOINT (7432981.0722 554333.7969),41,071,030501,2,410710305012,Block Group 2,G5030,S,147424435,0,+45.1890997,-123.4325817,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
44,292,MULTIPOINT (7432981.0722 543773.7969),41,071,030501,2,410710305012,Block Group 2,G5030,S,147424435,0,+45.1890997,-123.4325817,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
45,293,MULTIPOINT (7432981.0722 533213.7969),41,071,030502,2,410710305022,Block Group 2,G5030,S,8654572,145233,+45.0890857,-123.4848936,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
46,294,MULTIPOINT (7432981.0722 522653.7969),41,053,020400,1,410530204001,Block Group 1,G5030,S,44710451,43936,+45.0519061,-123.4623889,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
47,295,MULTIPOINT (7432981.0722 512093.7969),41,053,020400,2,410530204002,Block Group 2,G5030,S,189788385,20837,+45.0364029,-123.5967523,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
48,296,MULTIPOINT (7432981.0722 501533.7969),41,053,020400,3,410530204003,Block Group 3,G5030,S,662710474,1906474,+44.8746280,-123.6035568,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
49,297,MULTIPOINT (7432981.0722 490973.7969),41,053,020400,3,410530204003,Block Group 3,G5030,S,662710474,1906474,+44.8746280,-123.6035568,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
50,324,MULTIPOINT (7443541.0722 607133.7969),41,071,030400,4,410710304004,Block Group 4,G5030,S,123366833,766398,+45.2988108,-123.3141221,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
51,325,MULTIPOINT (7443541.0722 596573.7969),41,071,030501,2,410710305012,Block Group 2,G5030,S,147424435,0,+45.1890997,-123.4325817,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
52,326,MULTIPOINT (7443541.0722 586013.7969),41,071,030501,2,410710305012,Block Group 2,G5030,S,147424435,0,+45.1890997,-123.4325817,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
53,327,MULTIPOINT (7443541.0722 575453.7969),41,071,030501,2,410710305012,Block Group 2,G5030,S,147424435,0,+45.1890997,-123.4325817,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
54,328,MULTIPOINT (7443541.0722 564893.7969),41,071,030501,2,410710305012,Block Group 2,G5030,S,147424435,0,+45.1890997,-123.4325817,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
55,329,MULTIPOINT (7443541.0722 554333.7969),41,071,030501,2,410710305012,Block Group 2,G5030,S,147424435,0,+45.1890997,-123.4325817,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
56,330,MULTIPOINT (7443541.0722 543773.7969),41,071,030502,3,410710305023,Block Group 3,G5030,S,19589462,0,+45.1079319,-123.4363647,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
57,331,MULTIPOINT (7443541.0722 533213.7969),41,071,030502,4,410710305024,Block Group 4,G5030,S,11077240,0,+45.0842595,-123.4278134,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
58,332,MULTIPOINT (7443541.0722 522653.7969),41,053,020400,1,410530204001,Block Group 1,G5030,S,44710451,43936,+45.0519061,-123.4623889,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
59,333,MULTIPOINT (7443541.0722 512093.7969),41,053,020400,1,410530204001,Block Group 1,G5030,S,44710451,43936,+45.0519061,-123.4623889,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
60,334,MULTIPOINT (7443541.0722 501533.7969),41,053,020400,3,410530204003,Block Group 3,G5030,S,662710474,1906474,+44.8746280,-123.6035568,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
61,335,MULTIPOINT (7443541.0722 490973.7969),41,053,020400,3,410530204003,Block Group 3,G5030,S,662710474,1906474,+44.8746280,-123.6035568,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
62,362,MULTIPOINT (7454101.0722 607133.7969),41,071,030400,4,410710304004,Block Group 4,G5030,S,123366833,766398,+45.2988108,-123.3141221,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
63,363,MULTIPOINT (7454101.0722 596573.7969),41,071,030501,1,410710305011,Block Group 1,G5030,S,156112803,13738,+45.1875465,-123.3296610,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
64,364,MULTIPOINT (7454101.0722 586013.7969),41,071,030501,2,410710305012,Block Group 2,G5030,S,147424435,0,+45.1890997,-123.4325817,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
65,365,MULTIPOINT (7454101.0722 575453.7969),41,071,030501,2,410710305012,Block Group 2,G5030,S,147424435,0,+45.1890997,-123.4325817,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
66,366,MULTIPOINT (7454101.0722 564893.7969),41,071,030501,2,410710305012,Block Group 2,G5030,S,147424435,0,+45.1890997,-123.4325817,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
67,367,MULTIPOINT (7454101.0722 554333.7969),41,071,030501,2,410710305012,Block Group 2,G5030,S,147424435,0,+45.1890997,-123.4325817,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
68,368,MULTIPOINT (7454101.0722 543773.7969),41,071,030501,2,410710305012,Block Group 2,G5030,S,147424435,0,+45.1890997,-123.4325817,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
69,369,MULTIPOINT (7454101.0722 533213.7969),41,071,030502,4,410710305024,Block Group 4,G5030,S,11077240,0,+45.0842595,-123.4278134,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
70,370,MULTIPOINT (7454101.0722 522653.7969),41,053,020500,1,410530205001,Block Group 1,G5030,S,204294281,696437,+45.0178623,-123.3017335,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
71,371,MULTIPOINT (7454101.0722 512093.7969),41,053,020500,1,410530205001,Block Group 1,G5030,S,204294281,696437,+45.0178623,-123.3017335,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
72,372,MULTIPOINT (7454101.0722 501533.7969),41,053,020400,3,410530204003,Block Group 3,G5030,S,662710474,1906474,+44.8746280,-123.6035568,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
73,373,MULTIPOINT (7454101.0722 490973.7969),41,053,020500,2,410530205002,Block Group 2,G5030,S,47546052,0,+44.9598084,-123.3556321,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
74,388,MULTIPOINT (7464661.0722 733853.7969),41,067,033500,1,410670335001,Block Group 1,G5030,S,208717614,18298,+45.6963969,-123.3252426,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
75,400,MULTIPOINT (7464661.0722 607133.7969),41,071,030400,4,410710304004,Block Group 4,G5030,S,123366833,766398,+45.2988108,-123.3141221,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
76,401,MULTIPOINT (7464661.0722 596573.7969),41,071,030501,1,410710305011,Block Group 1,G5030,S,156112803,13738,+45.1875465,-123.3296610,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
77,402,MULTIPOINT (7464661.0722 586013.7969),41,071,030501,1,410710305011,Block Group 1,G5030,S,156112803,13738,+45.1875465,-123.3296610,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
78,403,MULTIPOINT (7464661.0722 575453.7969),41,071,030501,1,410710305011,Block Group 1,G5030,S,156112803,13738,+45.1875465,-123.3296610,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
79,404,MULTIPOINT (7464661.0722 564893.7969),41,071,030501,1,410710305011,Block Group 1,G5030,S,156112803,13738,+45.1875465,-123.3296610,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
80,405,MULTIPOINT (7464661.0722 554333.7969),41,071,030501,1,410710305011,Block Group 1,G5030,S,156112803,13738,+45.1875465,-123.3296610,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
81,406,MULTIPOINT (7464661.0722 543773.7969),41,071,030501,1,410710305011,Block Group 1,G5030,S,156112803,13738,+45.1875465,-123.3296610,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
82,407,MULTIPOINT (7464661.0722 533213.7969),41,071,030501,1,410710305011,Block Group 1,G5030,S,156112803,13738,+45.1875465,-123.3296610,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
83,408,MULTIPOINT (7464661.0722 522653.7969),41,053,020500,1,410530205001,Block Group 1,G5030,S,204294281,696437,+45.0178623,-123.3017335,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
84,409,MULTIPOINT (7464661.0722 512093.7969),41,053,020500,1,410530205001,Block Group 1,G5030,S,204294281,696437,+45.0178623,-123.3017335,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
85,410,MULTIPOINT (7464661.0722 501533.7969),41,053,020500,1,410530205001,Block Group 1,G5030,S,204294281,696437,+45.0178623,-123.3017335,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
86,426,MULTIPOINT (7475221.0722 733853.7969),41,067,033600,2,410670336002,Block Group 2,G5030,S,151724194,876729,+45.5816302,-123.2705887,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
87,432,MULTIPOINT (7475221.0722 670493.7969),41,067,033600,3,410670336003,Block Group 3,G5030,S,199838488,4167364,+45.4724032,-123.3233805,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
88,433,MULTIPOINT (7475221.0722 659933.7969),41,067,033600,3,410670336003,Block Group 3,G5030,S,199838488,4167364,+45.4724032,-123.3233805,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
89,438,MULTIPOINT (7475221.0722 607133.7969),41,071,030400,4,410710304004,Block Group 4,G5030,S,123366833,766398,+45.2988108,-123.3141221,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
90,442,MULTIPOINT (7475221.0722 564893.7969),41,071,030501,1,410710305011,Block Group 1,G5030,S,156112803,13738,+45.1875465,-123.3296610,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
91,443,MULTIPOINT (7475221.0722 554333.7969),41,071,030501,1,410710305011,Block Group 1,G5030,S,156112803,13738,+45.1875465,-123.3296610,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
92,444,MULTIPOINT (7475221.0722 543773.7969),41,071,030501,1,410710305011,Block Group 1,G5030,S,156112803,13738,+45.1875465,-123.3296610,329,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
