NAME,earn_tot,earn_with,earn_no,passist_tot,passist_with,passist_no,hhinc_tot,hhinc_<10,hhinc_10-15,hhinc_15-20,hhinc_20-25,hhinc_25-30,hhinc_30-35,hhinc_35-40,hhinc_40-45,hhinc_45-50,hhinc_50-60,hhinc_60-75,hhinc_75-100,hhinc_100-125,hhinc_125-150,hhinc_150-200,hhinc_>200,hhinc_med,hhinc_fam,occ_tot,occ_occ,occ_vac,mort_tot,mort_debt,mort_secloan,mort_sec,mort_heq,mort_both,mort_no2,mort_none,emp_tot,emp_in,emp_civ,emp_emp,emp_un,emp_arm,emp_no,state,county,tract,block group,GEOID
"Block Group 3, Census Tract 308.03, Washington County, Oregon",663,407,256,663,8,655,663,19,13,24,40,0,0,13,25,28,40,118,105,69,82,42,45,75719,88984,677,663,14,625,419,52,0,52,0,367,206,1291,674,659,620,39,15,617,41,067,030803,3,410670308033
"Block Group 1, Census Tract 308.03, Washington County, Oregon",857,783,74,857,96,761,857,0,69,34,74,59,12,0,0,18,211,106,86,76,42,28,42,56298,77583,903,857,46,194,152,33,0,33,0,119,42,1636,1387,1387,1301,86,0,249,41,067,030803,1,410670308031
"Block Group 2, Census Tract 303, Washington County, Oregon",428,313,115,428,40,388,428,0,0,8,38,9,45,0,21,15,20,29,24,17,32,19,151,106786,154000,440,428,12,326,226,57,0,57,0,169,100,888,488,488,488,0,0,400,41,067,030300,2,410670303002
"Block Group 4, Census Tract 303, Washington County, Oregon",572,515,57,572,0,572,572,0,11,11,0,19,11,0,26,62,59,7,81,44,47,63,131,99773,144167,639,572,67,395,329,104,9,95,0,225,66,1127,834,834,788,46,0,293,41,067,030300,4,410670303004
"Block Group 1, Census Tract 303, Washington County, Oregon",560,457,103,560,9,551,560,30,0,9,9,20,22,54,0,0,15,41,0,61,60,46,193,129479,182222,560,560,0,390,284,67,11,56,0,217,106,1112,774,774,774,0,0,338,41,067,030300,1,410670303001
"Block Group 3, Census Tract 303, Washington County, Oregon",303,231,72,303,0,303,303,9,14,0,0,0,0,12,25,0,0,44,33,34,0,53,79,116146,172917,303,303,0,239,179,21,0,21,0,158,60,621,396,396,347,49,0,225,41,067,030300,3,410670303003
"Block Group 5, Census Tract 310.03, Washington County, Oregon",706,629,77,706,28,678,706,16,16,0,66,45,12,11,13,0,44,0,183,82,33,154,31,87330,120313,746,706,40,476,324,148,35,113,0,176,152,1519,1048,1048,983,65,0,471,41,067,031003,5,410670310035
"Block Group 4, Census Tract 310.03, Washington County, Oregon",1094,937,157,1094,76,1018,1094,13,10,12,0,17,19,53,15,45,99,189,76,192,142,92,120,97333,100099,1094,1094,0,829,605,115,0,115,0,490,224,2309,1493,1440,1385,55,53,816,41,067,031003,4,410670310034
"Block Group 1, Census Tract 310.03, Washington County, Oregon",591,528,63,591,94,497,591,26,14,16,17,79,63,12,0,0,30,45,170,54,0,65,0,74145,74276,591,591,0,222,127,14,0,14,0,113,95,1173,925,925,783,142,0,248,41,067,031003,1,410670310031
"Block Group 2, Census Tract 9701, Morrow County, Oregon",569,459,110,569,170,399,569,14,34,5,0,78,0,35,26,27,0,84,101,99,55,11,0,73458,72578,577,569,8,474,389,46,20,26,0,343,85,1396,738,738,695,43,0,658,41,049,970100,2,410499701002
"Block Group 3, Census Tract 9701, Morrow County, Oregon",337,281,56,337,134,203,337,6,27,33,48,13,35,7,0,37,5,40,11,24,21,24,6,39821,47432,349,337,12,175,117,5,0,5,0,112,58,669,454,454,454,0,0,215,41,049,970100,3,410499701003
"Block Group 5, Census Tract 9701, Morrow County, Oregon",570,352,218,570,62,508,570,60,0,70,7,20,53,22,0,32,105,31,55,51,37,0,27,51050,55427,570,570,0,491,276,21,0,21,0,255,215,1144,638,638,577,61,0,506,41,049,970100,5,410499701005
"Block Group 1, Census Tract 9512, Clatsop County, Oregon",306,174,132,306,60,246,306,9,44,10,7,10,43,0,11,10,22,62,49,9,20,0,0,58523,68098,379,306,73,270,99,21,0,21,0,78,171,632,248,248,248,0,0,384,41,007,951200,1,410079512001
"Block Group 2, Census Tract 105.01, Marion County, Oregon",299,270,29,299,60,239,299,0,0,0,0,34,0,0,0,20,15,80,17,84,31,18,0,77574,71526,299,299,0,249,189,17,0,17,0,172,60,824,369,369,339,30,0,455,41,047,010501,2,410470105012
"Block Group 1, Census Tract 4, Marion County, Oregon",807,647,160,807,266,541,807,45,39,59,20,63,61,26,40,72,87,41,82,98,41,15,18,47295,51731,831,807,24,267,164,26,16,10,0,138,103,2021,1187,1187,1152,35,0,834,41,047,000400,1,410470004001
"Block Group 2, Census Tract 4, Marion County, Oregon",590,527,63,590,302,288,590,36,19,91,30,18,46,10,86,33,50,33,62,76,0,0,0,43514,43768,694,590,104,125,107,28,0,28,0,79,18,1490,904,904,805,99,0,586,41,047,000400,2,410470004002
"Block Group 2, Census Tract 10, Marion County, Oregon",624,505,119,624,262,362,624,45,88,20,45,14,76,8,57,65,16,57,84,20,15,14,0,40952,42394,624,624,0,105,100,14,0,14,0,86,5,1363,889,889,871,18,0,474,41,047,001000,2,410470010002
"Block Group 3, Census Tract 10, Marion County, Oregon",641,415,226,641,133,508,641,35,7,51,65,19,56,42,23,97,26,63,103,35,6,0,13,45938,49662,675,641,34,382,143,0,0,0,0,143,239,1349,668,668,639,29,0,681,41,047,001000,3,410470010003
"Block Group 1, Census Tract 17, Lane County, Oregon",713,385,328,713,262,451,713,52,13,106,60,105,0,14,14,41,61,106,97,31,0,13,0,43661,69333,713,713,0,479,170,0,0,0,14,156,309,1411,773,773,720,53,0,638,41,039,001700,1,410390017001
"Block Group 3, Census Tract 17, Lane County, Oregon",444,256,188,444,41,403,444,15,58,16,30,28,14,32,15,16,0,41,28,65,28,42,16,-666666666,97054,444,444,0,402,182,15,0,15,0,167,220,959,421,421,421,0,0,538,41,039,001700,3,410390017003
"Block Group 4, Census Tract 17, Lane County, Oregon",648,502,146,648,31,617,648,0,0,33,16,0,70,0,14,15,77,15,161,44,79,101,23,85000,100673,711,648,63,588,375,64,11,53,0,311,213,1737,938,938,846,92,0,799,41,039,001700,4,410390017004
"Block Group 1, Census Tract 24.01, Lane County, Oregon",326,282,44,326,29,297,326,8,0,0,17,17,0,17,10,11,10,23,7,62,44,34,66,121181,122292,326,326,0,293,213,22,0,22,0,191,80,707,431,431,431,0,0,276,41,039,002401,1,410390024011
"Block Group 1, Census Tract 29.02, Lane County, Oregon",1123,637,486,1123,220,903,1123,142,29,100,56,26,61,53,80,21,74,181,93,68,87,41,11,48194,65313,1206,1123,83,391,230,50,20,30,0,180,161,2106,1098,1098,1046,52,0,1008,41,039,002902,1,410390029021
"Block Group 2, Census Tract 30, Lane County, Oregon",1110,879,231,1110,125,985,1110,94,90,128,37,84,40,41,86,11,32,86,36,121,82,75,67,41767,71438,1182,1110,72,549,317,37,0,37,0,280,232,1925,1106,1106,1058,48,0,819,41,039,003000,2,410390030002
"Block Group 3, Census Tract 310.03, Washington County, Oregon",264,200,64,264,14,250,264,0,0,16,0,34,0,0,0,9,0,49,58,21,15,32,30,82083,81979,264,264,0,205,141,48,0,48,0,93,64,515,380,380,345,35,0,135,41,067,031003,3,410670310033
"Block Group 2, Census Tract 310.06, Washington County, Oregon",355,298,57,355,35,320,355,0,0,15,0,0,32,30,0,56,0,29,32,38,64,45,14,80625,117308,355,355,0,248,198,105,20,85,0,93,50,718,491,491,475,16,0,227,41,067,031006,2,410670310062
"Block Group 1, Census Tract 310.06, Washington County, Oregon",1002,820,182,1002,22,980,1002,89,0,41,62,16,21,22,30,0,250,97,170,70,50,70,14,59128,77961,1077,1002,75,379,251,23,0,23,0,228,128,1876,1472,1472,1472,0,0,404,41,067,031006,1,410670310061
"Block Group 4, Census Tract 310.06, Washington County, Oregon",1048,1000,48,1048,125,923,1048,13,43,17,90,0,173,124,69,17,188,153,84,62,15,0,0,44755,45795,1093,1048,45,222,177,0,0,0,0,177,45,1756,1497,1497,1343,154,0,259,41,067,031006,4,410670310064
"Block Group 2, Census Tract 317.06, Washington County, Oregon",402,329,73,402,146,256,402,0,18,56,19,4,0,39,35,5,45,10,89,45,22,15,0,57500,-666666666,449,402,47,191,119,34,0,34,5,80,72,958,637,637,536,101,0,321,41,067,031706,2,410670317062
"Block Group 3, Census Tract 317.06, Washington County, Oregon",471,413,58,471,60,411,471,40,28,0,0,25,21,7,0,28,11,7,130,33,72,69,0,87969,88594,471,471,0,333,243,23,10,13,0,220,90,1090,862,862,856,6,0,228,41,067,031706,3,410670317063
"Block Group 1, Census Tract 316.10, Washington County, Oregon",327,274,53,327,0,327,327,12,11,0,0,0,0,0,17,0,0,50,65,65,29,39,39,108287,94821,361,327,34,302,236,46,0,46,0,190,66,806,558,558,516,42,0,248,41,067,031610,1,410670316101
"Block Group 4, Census Tract 316.10, Washington County, Oregon",1140,973,167,1140,121,1019,1140,15,14,25,46,50,97,13,38,42,89,152,214,66,85,61,133,72113,93380,1140,1140,0,826,452,76,12,64,0,376,374,2791,2103,2103,2070,33,0,688,41,067,031610,4,410670316104
"Block Group 3, Census Tract 316.10, Washington County, Oregon",237,208,29,237,50,187,237,8,0,0,14,15,12,0,32,16,54,13,0,73,0,0,0,51378,52667,312,237,75,108,0,0,0,0,0,0,108,641,386,386,348,38,0,255,41,067,031610,3,410670316103
"Block Group 3, Census Tract 320.01, Washington County, Oregon",377,303,74,377,14,363,377,5,2,4,16,5,0,10,2,7,0,30,52,33,40,70,101,143875,166000,385,377,8,343,243,71,3,68,0,172,100,856,532,532,506,26,0,324,41,067,032001,3,410670320013
"Block Group 3, Census Tract 9512, Clatsop County, Oregon",458,364,94,458,130,328,458,35,8,37,14,10,7,43,35,23,62,13,62,29,43,24,13,53043,54938,646,458,188,368,270,30,0,30,0,240,98,1035,622,622,535,87,0,413,41,007,951200,3,410079512003
"Block Group 1, Census Tract 9513, Clatsop County, Oregon",595,401,194,595,91,504,595,4,13,26,52,41,27,28,36,21,54,65,93,83,23,11,18,59375,75625,703,595,108,512,272,38,22,16,0,234,240,1417,768,669,632,37,99,649,41,007,951300,1,410079513001
"Block Group 1, Census Tract 9505, Clatsop County, Oregon",506,355,151,506,98,408,506,0,9,11,28,20,29,32,41,9,72,48,97,50,15,35,10,60278,58875,640,506,134,329,237,0,0,0,34,203,92,1075,483,465,437,28,18,592,41,007,950500,1,410079505001
"Block Group 2, Census Tract 9502, Clatsop County, Oregon",372,257,115,372,95,277,372,31,23,31,22,39,33,21,8,0,27,42,28,33,10,6,18,36944,110000,471,372,99,89,33,6,0,6,10,17,56,535,335,300,300,0,35,200,41,007,950200,2,410079502002
"Block Group 1, Census Tract 9502, Clatsop County, Oregon",562,319,243,562,43,519,562,48,17,0,28,58,41,60,29,0,34,67,47,39,19,48,27,48750,80625,562,562,0,401,268,36,16,20,0,232,133,1102,616,616,584,32,0,486,41,007,950200,1,410079502001
"Block Group 3, Census Tract 9502, Clatsop County, Oregon",553,459,94,553,66,487,553,25,17,24,17,0,39,30,0,46,91,26,76,114,26,0,22,58641,96750,569,553,16,324,229,37,14,23,24,168,95,974,626,612,595,17,14,348,41,007,950200,3,410079502003
"Block Group 1, Census Tract 9503, Clatsop County, Oregon",343,214,129,343,45,298,343,29,12,41,11,14,24,13,20,50,32,35,25,0,11,26,0,46705,58077,404,343,61,186,97,0,0,0,0,97,89,574,249,249,249,0,0,325,41,007,950300,1,410079503001
"Block Group 4, Census Tract 9503, Clatsop County, Oregon",277,193,84,277,25,252,277,17,15,9,0,17,10,10,23,11,8,15,54,32,41,15,0,75398,77045,361,277,84,201,125,20,0,20,0,105,76,556,386,386,372,14,0,170,41,007,950300,4,410079503004
"Block Group 1, Census Tract 9506, Clatsop County, Oregon",483,379,104,483,47,436,483,0,17,27,0,21,31,23,33,32,79,8,85,87,9,20,11,57557,51979,513,483,30,359,216,21,12,9,0,195,143,1094,700,694,653,41,6,394,41,007,950600,1,410079506001
"Block Group 3, Census Tract 9506, Clatsop County, Oregon",206,149,57,206,37,169,206,10,8,0,0,10,21,11,0,37,0,48,5,27,0,29,0,63289,68947,206,206,0,143,79,0,0,0,0,79,64,431,211,211,184,27,0,220,41,007,950600,3,410079506003
"Block Group 1, Census Tract 9509, Clatsop County, Oregon",378,272,106,378,123,255,378,0,0,0,16,0,0,49,0,33,17,65,114,44,0,0,40,88906,98176,460,378,82,198,114,17,0,17,0,97,84,748,454,454,404,50,0,294,41,007,950900,1,410079509001
"Block Group 2, Census Tract 9509, Clatsop County, Oregon",414,271,143,414,22,392,414,0,0,35,0,66,31,21,43,50,48,22,45,23,30,0,0,45982,59450,726,414,312,217,110,0,0,0,0,110,107,945,593,593,588,5,0,352,41,007,950900,2,410079509002
"Block Group 3, Census Tract 9509, Clatsop County, Oregon",411,275,136,411,107,304,411,70,28,49,37,75,16,0,37,31,18,0,50,0,0,0,0,25717,27050,559,411,148,189,143,50,0,50,0,93,46,688,377,377,235,142,0,311,41,007,950900,3,410079509003
"Block Group 4, Census Tract 9509, Clatsop County, Oregon",211,176,35,211,123,88,211,0,21,41,0,33,0,11,0,35,0,18,0,17,35,0,0,39886,-666666666,339,211,128,53,35,0,0,0,0,35,18,410,244,244,244,0,0,166,41,007,950900,4,410079509004
"Block Group 2, Census Tract 5.02, Multnomah County, Oregon",271,184,87,271,60,211,271,10,28,14,10,10,10,0,9,0,11,49,83,14,23,0,0,70221,79130,271,271,0,198,133,54,19,35,0,79,65,495,361,361,349,12,0,134,41,051,000502,2,410510005022
"Block Group 5, Census Tract 5.02, Multnomah County, Oregon",497,426,71,497,95,402,497,41,34,20,12,21,0,49,15,21,10,44,53,122,20,13,22,71719,80518,497,497,0,273,186,32,9,23,0,154,87,1059,794,794,786,8,0,265,41,051,000502,5,410510005025
"Block Group 1, Census Tract 5.02, Multnomah County, Oregon",360,336,24,360,61,299,360,22,0,14,0,0,8,0,26,22,20,40,107,77,9,15,0,79737,76023,424,360,64,200,175,12,0,12,0,163,25,725,624,624,604,20,0,101,41,051,000502,1,410510005021
"Block Group 3, Census Tract 8.02, Multnomah County, Oregon",558,484,74,558,72,486,558,15,14,0,14,14,42,50,39,11,54,41,54,127,75,0,8,64597,90583,586,558,28,289,196,15,0,15,0,181,93,1047,807,807,733,74,0,240,41,051,000802,3,410510008023
"Block Group 4, Census Tract 8.02, Multnomah County, Oregon",759,686,73,759,196,563,759,68,24,17,59,40,0,31,41,0,71,95,196,35,37,26,19,63728,75230,852,759,93,180,123,42,0,42,0,81,57,1797,1545,1524,1466,58,21,252,41,051,000802,4,410510008024
"Block Group 2, Census Tract 8.02, Multnomah County, Oregon",358,314,44,358,58,300,358,0,0,44,0,11,20,0,0,36,80,29,51,43,9,35,0,54375,63482,358,358,0,180,166,42,30,12,0,124,14,710,584,584,527,57,0,126,41,051,000802,2,410510008022
"Block Group 4, Census Tract 10, Multnomah County, Oregon",413,374,39,413,32,381,413,0,17,0,32,0,0,0,13,0,17,33,102,103,48,32,16,98958,107822,413,413,0,141,141,0,0,0,0,141,0,947,730,730,714,16,0,217,41,051,001000,4,410510010004
"Block Group 3, Census Tract 10, Multnomah County, Oregon",564,512,52,564,63,501,564,0,38,0,0,14,32,15,22,13,48,106,67,0,53,126,30,71429,143162,564,564,0,189,157,0,0,0,0,157,32,1138,982,982,954,28,0,156,41,051,001000,3,410510010003
"Block Group 2, Census Tract 10, Multnomah County, Oregon",610,542,68,610,95,515,610,34,56,25,0,0,47,0,16,0,26,66,44,83,84,63,66,93393,114479,610,610,0,390,340,96,0,96,12,232,50,1221,943,943,874,69,0,278,41,051,001000,2,410510010002
"Block Group 1, Census Tract 11.01, Multnomah County, Oregon",675,489,186,675,264,411,675,186,90,59,0,31,72,19,21,0,28,45,37,59,9,19,0,25202,-666666666,778,675,103,0,0,0,0,0,0,0,0,1006,694,694,612,82,0,312,41,051,001101,1,410510011011
"Block Group 2, Census Tract 12.01, Multnomah County, Oregon",727,611,116,727,59,668,727,50,14,15,53,15,53,39,24,0,37,73,134,16,71,36,97,71181,126908,831,727,104,157,114,0,0,0,0,114,43,1390,1134,1134,1134,0,0,256,41,051,001201,2,410510012012
"Block Group 4, Census Tract 12.01, Multnomah County, Oregon",1127,1043,84,1127,178,949,1127,140,77,0,15,70,59,32,0,67,33,118,252,20,57,73,114,70125,66520,1189,1127,62,61,0,0,0,0,0,0,61,2117,1669,1669,1609,60,0,448,41,051,001201,4,410510012014
"Block Group 2, Census Tract 230.01, Clackamas County, Oregon",439,317,122,439,35,404,439,5,31,0,0,40,13,0,51,6,54,43,42,54,25,17,58,63750,95250,439,439,0,407,263,62,11,51,51,150,144,861,514,514,508,6,0,347,41,005,023001,2,410050230012
"Block Group 1, Census Tract 234.03, Clackamas County, Oregon",1994,1679,315,1994,359,1635,1994,42,23,81,49,52,159,54,89,133,113,229,408,207,81,141,133,72019,80441,2134,1994,140,1384,1027,124,60,64,0,903,357,4071,2814,2792,2702,90,22,1257,41,005,023403,1,410050234031
"Block Group 3, Census Tract 234.04, Clackamas County, Oregon",464,241,223,464,45,419,464,32,16,71,31,0,34,0,14,30,32,63,61,0,13,17,50,50556,76607,512,464,48,350,205,49,0,49,0,156,145,825,407,407,392,15,0,418,41,005,023404,3,410050234043
"Block Group 4, Census Tract 234.04, Clackamas County, Oregon",496,353,143,496,65,431,496,0,15,65,0,0,0,0,32,0,28,43,156,52,41,15,49,87451,87255,496,496,0,358,263,0,0,0,0,263,95,1106,826,826,794,32,0,280,41,005,023404,4,410050234044
"Block Group 1, Census Tract 234.04, Clackamas County, Oregon",584,508,76,584,0,584,584,16,0,27,0,17,15,0,0,0,31,33,181,176,31,31,26,95806,96693,584,584,0,469,349,67,16,51,0,282,120,1258,1013,1013,978,35,0,245,41,005,023404,1,410050234041
"Block Group 2, Census Tract 234.04, Clackamas County, Oregon",952,768,184,952,300,652,952,74,17,17,57,31,64,61,0,0,97,186,129,135,21,48,15,66094,66356,952,952,0,758,299,15,0,15,0,284,459,1956,1271,1271,1159,112,0,685,41,005,023404,2,410050234042
"Block Group 2, Census Tract 239.02, Clackamas County, Oregon",529,449,80,529,169,360,529,18,34,11,19,8,42,39,34,19,41,69,76,21,58,40,0,57460,55449,552,529,23,380,261,32,32,0,0,229,119,1459,895,895,835,60,0,564,41,005,023902,2,410050239022
"Block Group 1, Census Tract 4.05, Jackson County, Oregon",720,554,166,720,322,398,720,91,69,80,51,14,31,39,31,31,37,56,82,40,27,32,9,37500,46048,751,720,31,335,253,4,0,4,0,249,82,1460,882,882,805,77,0,578,41,029,000405,1,410290004051
"Block Group 4, Census Tract 10.01, Jackson County, Oregon",715,373,342,715,56,659,715,27,35,14,42,95,109,15,15,55,88,136,53,23,0,8,0,45344,57974,754,715,39,536,273,55,15,40,0,218,263,1182,553,553,533,20,0,629,41,029,001001,4,410290010014
"Block Group 3, Census Tract 321.03, Washington County, Oregon",1309,1136,173,1309,0,1309,1309,14,30,17,44,42,45,13,11,48,88,103,201,183,44,251,175,99931,112500,1335,1309,26,1109,860,126,31,95,0,734,249,2793,1808,1808,1760,48,0,985,41,067,032103,3,410670321033
"Block Group 3, Census Tract 304.01, Washington County, Oregon",665,570,95,665,86,579,665,0,26,25,49,27,13,45,52,61,107,90,64,53,27,11,15,53692,51650,665,665,0,353,196,15,0,15,0,181,157,1317,955,955,926,29,0,362,41,067,030401,3,410670304013
"Block Group 3, Census Tract 304.02, Washington County, Oregon",751,713,38,751,79,672,751,0,25,15,23,15,18,38,0,9,41,99,117,0,100,69,182,88388,146103,787,751,36,384,227,55,15,40,19,153,157,1778,1269,1269,1269,0,0,509,41,067,030402,3,410670304023
"Block Group 1, Census Tract 10, Marion County, Oregon",349,300,49,349,126,223,349,11,20,0,27,71,53,7,16,20,25,17,82,0,0,0,0,32146,31250,421,349,72,124,103,0,0,0,0,103,21,727,507,507,439,68,0,220,41,047,001000,1,410470010001
"Block Group 1, Census Tract 103.03, Marion County, Oregon",646,569,77,646,132,514,646,39,14,3,28,24,40,8,27,23,73,68,130,59,33,64,13,70909,73846,692,646,46,522,421,37,32,5,0,384,101,1922,1419,1419,1270,149,0,503,41,047,010303,1,410470103031
"Block Group 2, Census Tract 103.03, Marion County, Oregon",583,458,125,583,124,459,583,37,11,9,26,10,51,29,38,7,46,77,84,47,41,47,23,65689,74250,626,583,43,412,209,19,0,19,0,190,203,1502,930,930,899,31,0,572,41,047,010303,2,410470103032
"Block Group 1, Census Tract 211, Clackamas County, Oregon",408,335,73,408,120,288,408,14,67,32,32,0,19,22,0,19,55,0,35,53,41,19,0,47368,90972,526,408,118,219,159,12,0,12,0,147,60,819,562,562,485,77,0,257,41,005,021100,1,410050211001
"Block Group 3, Census Tract 211, Clackamas County, Oregon",558,472,86,558,17,541,558,0,0,0,15,16,15,0,12,49,35,105,164,37,68,20,22,78553,94906,558,558,0,512,336,80,23,57,0,256,176,1014,697,697,697,0,0,317,41,005,021100,3,410050211003
"Block Group 2, Census Tract 211, Clackamas County, Oregon",582,488,94,582,27,555,582,13,18,13,19,0,19,48,46,26,50,14,108,116,57,21,14,81591,91719,582,582,0,379,295,54,0,54,0,241,84,1055,793,793,779,14,0,262,41,005,021100,2,410050211002
"Block Group 1, Census Tract 202.03, Polk County, Oregon",511,390,121,511,147,364,511,31,21,27,36,38,0,65,20,11,54,79,65,27,10,27,0,51161,52054,511,511,0,266,198,17,5,12,0,181,68,1179,715,715,649,66,0,464,41,053,020203,1,410530202031
"Block Group 3, Census Tract 202.03, Polk County, Oregon",331,254,77,331,94,237,331,11,10,60,0,10,83,18,19,0,27,13,53,27,0,0,0,34548,58214,331,331,0,175,139,13,6,7,0,126,36,573,348,342,328,14,6,225,41,053,020203,3,410530202033
"Block Group 2, Census Tract 202.03, Polk County, Oregon",234,183,51,234,111,123,234,32,0,8,83,12,9,8,21,11,9,19,7,10,0,5,0,24643,24851,279,234,45,98,85,10,0,10,0,75,13,573,294,294,283,11,0,279,41,053,020203,2,410530202032
"Block Group 3, Census Tract 203.02, Polk County, Oregon",998,854,144,998,205,793,998,23,13,42,12,28,54,97,81,12,126,211,65,84,96,54,0,65224,66169,998,998,0,600,511,115,16,99,0,396,89,2344,1661,1661,1625,36,0,683,41,053,020302,3,410530203023
"Block Group 4, Census Tract 203.02, Polk County, Oregon",401,355,46,401,134,267,401,0,0,13,79,12,27,17,0,80,24,49,39,0,0,61,0,46641,46719,401,401,0,178,147,0,0,0,0,147,31,973,720,720,690,30,0,253,41,053,020302,4,410530203024
"Block Group 2, Census Tract 203.02, Polk County, Oregon",259,157,102,259,29,230,259,14,14,0,27,0,27,16,17,0,0,0,57,54,0,15,18,95636,117563,395,259,136,259,144,16,0,16,0,128,115,511,240,240,240,0,0,271,41,053,020302,2,410530203022
"Block Group 2, Census Tract 304, Yamhill County, Oregon",782,513,269,782,46,736,782,0,0,6,11,17,16,19,104,14,98,97,61,104,69,49,117,85769,97578,897,782,115,716,458,39,0,39,0,419,258,2009,1155,1155,1107,48,0,854,41,071,030400,2,410710304002
"Block Group 5, Census Tract 304, Yamhill County, Oregon",870,647,223,870,81,789,870,10,21,14,66,29,6,29,32,14,48,164,168,112,83,62,12,75357,76925,920,870,50,686,548,36,12,24,3,509,138,2037,1315,1315,1226,89,0,722,41,071,030400,5,410710304005
"Block Group 1, Census Tract 304, Yamhill County, Oregon",315,240,75,315,17,298,315,0,0,17,16,0,0,13,0,0,52,33,0,31,70,31,52,121696,126917,315,315,0,262,195,29,13,16,0,166,67,791,477,477,477,0,0,314,41,071,030400,1,410710304001
"Block Group 2, Census Tract 307.01, Yamhill County, Oregon",1752,971,781,1752,320,1432,1752,88,59,72,100,70,26,64,86,166,137,128,194,186,251,87,38,60606,74063,1810,1752,58,1179,807,167,22,145,0,640,372,3421,1602,1602,1486,116,0,1819,41,071,030701,2,410710307012
"Block Group 1, Census Tract 308.01, Yamhill County, Oregon",748,348,400,748,342,406,748,135,75,89,32,144,0,43,66,42,26,10,45,11,0,30,0,27746,29773,790,748,42,161,95,19,0,19,0,76,66,1106,443,443,443,0,0,663,41,071,030801,1,410710308011
"Block Group 2, Census Tract 308.01, Yamhill County, Oregon",799,681,118,799,243,556,799,0,22,118,127,62,11,11,21,116,13,20,171,61,19,0,27,45593,54327,929,799,130,352,240,37,0,37,0,203,112,1820,1179,1179,1155,24,0,641,41,071,030801,2,410710308012
"Block Group 3, Census Tract 305.02, Yamhill County, Oregon",405,304,101,405,95,310,405,10,34,30,7,59,25,8,38,0,53,28,49,25,10,18,11,44150,51157,448,405,43,215,156,18,0,18,0,138,59,1029,723,719,690,29,4,306,41,071,030502,3,410710305023
"Block Group 2, Census Tract 308.02, Yamhill County, Oregon",59,59,0,59,29,30,59,6,7,0,0,22,0,0,0,0,0,0,0,24,0,0,0,-666666666,-666666666,59,59,0,22,22,0,0,0,0,22,0,971,583,583,562,21,0,388,41,071,030802,2,410710308022
"Block Group 1, Census Tract 308.02, Yamhill County, Oregon",831,671,160,831,331,500,831,104,44,29,38,60,65,46,39,32,36,49,172,79,10,0,28,42379,58456,931,831,100,331,275,38,0,38,0,237,56,1864,1266,1266,1234,32,0,598,41,071,030802,1,410710308021
"Block Group 2, Census Tract 309, Yamhill County, Oregon",662,569,93,662,86,576,662,31,25,12,9,35,44,43,14,12,78,26,68,67,61,91,46,78333,78542,662,662,0,456,249,31,0,31,7,211,207,1461,954,954,910,44,0,507,41,071,030900,2,410710309002
"Block Group 3, Census Tract 302.02, Yamhill County, Oregon",999,890,109,999,216,783,999,23,11,65,97,84,94,12,5,47,55,49,275,71,43,35,33,62939,83444,1046,999,47,625,400,19,0,19,0,381,225,2015,1454,1454,1370,84,0,561,41,071,030202,3,410710302023
"Block Group 1, Census Tract 107.01, Marion County, Oregon",448,295,153,448,47,401,448,0,0,25,15,15,22,16,15,14,25,11,160,98,16,16,0,85119,86875,579,448,131,269,211,21,0,21,0,190,58,954,581,581,544,37,0,373,41,047,010701,1,410470107011
"Block Group 1, Census Tract 15.03, Marion County, Oregon",587,422,165,587,137,450,587,24,47,42,28,54,53,29,0,73,57,23,67,42,38,10,0,47923,47996,616,587,29,280,130,14,7,7,6,110,150,1223,653,653,609,44,0,570,41,047,001503,1,410470015031
"Block Group 3, Census Tract 15.03, Marion County, Oregon",482,343,139,482,79,403,482,50,10,49,31,22,21,13,24,15,73,35,69,56,5,4,5,50429,58438,542,482,60,333,252,19,8,11,8,225,81,1009,610,610,577,33,0,399,41,047,001503,3,410470015033
"Block Group 1, Census Tract 16.01, Marion County, Oregon",562,444,118,562,189,373,562,22,17,0,106,0,35,17,33,12,62,58,108,0,11,81,0,54073,60921,562,562,0,391,213,12,0,12,0,201,178,1432,988,988,828,160,0,444,41,047,001601,1,410470016011
"Block Group 2, Census Tract 16.01, Marion County, Oregon",1015,826,189,1015,192,823,1015,20,26,16,69,58,0,26,0,57,214,182,88,86,81,46,46,64485,70955,1063,1015,48,878,658,85,34,51,0,573,220,2208,1297,1297,1249,48,0,911,41,047,001601,2,410470016012
"Block Group 1, Census Tract 20, Marion County, Oregon",1203,642,561,1203,345,858,1203,127,47,83,95,70,77,16,13,35,47,80,183,154,32,83,61,52048,77837,1298,1203,95,712,458,63,0,63,0,395,254,2465,1225,1199,1028,171,26,1240,41,047,002000,1,410470020001
"Block Group 2, Census Tract 20, Marion County, Oregon",805,709,96,805,18,787,805,0,0,0,26,16,66,70,18,27,58,79,157,98,81,39,70,83364,108188,805,805,0,522,459,46,12,34,14,399,63,1501,1146,1146,1107,39,0,355,41,047,002000,2,410470020002
"Block Group 1, Census Tract 16.03, Marion County, Oregon",631,477,154,631,70,561,631,20,0,0,27,0,46,49,0,23,43,87,164,80,50,42,0,78277,72109,647,631,16,597,411,48,48,0,0,363,186,1671,1051,1051,975,76,0,620,41,047,001603,1,410470016031
