,hhinc_<10,hhinc_10-15,hhinc_15-20,hhinc_20-25,hhinc_25-30,hhinc_30-35,hhinc_35-40,hhinc_40-45,hhinc_45-50,hhinc_50-60,hhinc_60-75,hhinc_med,GEOID,id,left,top,right,bottom,geometry,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,OBJECTID,UTILITYNAM,CREATIONUS,DATECREATE,DATEMODIFI,LASTUSER,GLOBALID,SHAPE_STAr,SHAPE_STLe
0,13,10,10,10,17,17,0,0,25,13,88,94250,410470028001,636,7512381.9918,439892.1747,7522941.9918,450452.1747,POINT (7512381.9918 439892.1747),41,047,002800,1,Block Group 1,G5030,S,37018063.0,592033.0,+44.8429038,-123.0947509,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
1,13,10,10,10,17,17,0,0,25,13,88,94250,410470028001,676,7522941.9918,439892.1747,7533501.9918,450452.1747,POINT (7522941.9918 439892.1747),41,047,002800,1,Block Group 1,G5030,S,37018063.0,592033.0,+44.8429038,-123.0947509,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
2,13,10,10,10,17,17,0,0,25,13,88,94250,410470028001,716,7533501.9918,439892.1747,7544061.9918,450452.1747,POINT (7533501.9918 439892.1747),41,047,002800,1,Block Group 1,G5030,S,37018063.0,592033.0,+44.8429038,-123.0947509,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
3,13,10,10,10,17,17,0,0,25,13,88,94250,410470028001,757,7544061.9918,429332.1747,7554621.9918,439892.1747,POINT (7544061.9918 429332.1747),41,047,002800,1,Block Group 1,G5030,S,37018063.0,592033.0,+44.8429038,-123.0947509,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
4,34,0,74,64,29,90,53,37,23,44,91,72759,410470028002,756,7544061.9918,439892.1747,7554621.9918,450452.1747,POINT (7544061.9918 439892.1747),41,047,002800,2,Block Group 2,G5030,S,12130755.0,0.0,+44.8530377,-123.0625121,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
5,90,117,97,41,212,45,182,133,16,52,233,40398,410050222012,1216,7670781.9918,651092.1747,7681341.9918,661652.1747,POINT (7670781.9918 651092.1747),41,005,022201,2,Block Group 2,G5030,S,719333.0,0.0,+45.4368374,-122.5737427,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
6,17,0,0,0,67,19,0,21,37,0,34,111250,410050235002,1499,7744701.9918,619412.1747,7755261.9918,629972.1747,POINT (7744701.9918 619412.1747),41,005,023500,2,Block Group 2,G5030,S,32832426.0,16701.0,+45.3504676,-122.2674067,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
7,17,0,0,0,67,19,0,21,37,0,34,111250,410050235002,1539,7755261.9918,619412.1747,7765821.9918,629972.1747,POINT (7755261.9918 619412.1747),41,005,023500,2,Block Group 2,G5030,S,32832426.0,16701.0,+45.3504676,-122.2674067,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
8,0,68,18,0,0,0,33,0,0,16,0,133148,410050235005,1459,7734141.9918,619412.1747,7744701.9918,629972.1747,POINT (7734141.9918 619412.1747),41,005,023500,5,Block Group 5,G5030,S,11291501.0,11799.0,+45.3529265,-122.3261520,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
9,0,22,83,0,0,29,18,39,0,58,51,61182,410050235001,1378,7713021.9918,629972.1747,7723581.9918,640532.1747,POINT (7713021.9918 629972.1747),41,005,023500,1,Block Group 1,G5030,S,23370231.0,341283.0,+45.3756702,-122.3733660,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
10,0,22,83,0,0,29,18,39,0,58,51,61182,410050235001,1418,7723581.9918,629972.1747,7734141.9918,640532.1747,POINT (7723581.9918 629972.1747),41,005,023500,1,Block Group 1,G5030,S,23370231.0,341283.0,+45.3756702,-122.3733660,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
11,0,0,15,0,31,66,16,15,0,0,28,92063,410050238001,1063,7628541.9918,577172.1747,7639101.9918,587732.1747,POINT (7628541.9918 577172.1747),41,005,023800,1,Block Group 1,G5030,S,21163890.0,93145.0,+45.2058011,-122.7116677,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
12,0,0,15,0,31,66,16,15,0,0,28,92063,410050238001,1064,7628541.9918,566612.1747,7639101.9918,577172.1747,POINT (7628541.9918 566612.1747),41,005,023800,1,Block Group 1,G5030,S,21163890.0,93145.0,+45.2058011,-122.7116677,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
13,0,0,15,0,31,66,16,15,0,0,28,92063,410050238001,1103,7639101.9918,577172.1747,7649661.9918,587732.1747,POINT (7639101.9918 577172.1747),41,005,023800,1,Block Group 1,G5030,S,21163890.0,93145.0,+45.2058011,-122.7116677,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
14,0,0,15,0,31,66,16,15,0,0,28,92063,410050238001,1104,7639101.9918,566612.1747,7649661.9918,577172.1747,POINT (7639101.9918 566612.1747),41,005,023800,1,Block Group 1,G5030,S,21163890.0,93145.0,+45.2058011,-122.7116677,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
15,12,0,0,0,0,0,0,0,0,14,43,125000,410050238003,1065,7628541.9918,556052.1747,7639101.9918,566612.1747,POINT (7628541.9918 556052.1747),41,005,023800,3,Block Group 3,G5030,S,19569930.0,0.0,+45.1870914,-122.7239990,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
16,0,0,32,0,15,0,32,0,29,63,24,76471,410050238005,1145,7649661.9918,556052.1747,7660221.9918,566612.1747,POINT (7649661.9918 556052.1747),41,005,023800,5,Block Group 5,G5030,S,39200973.0,167298.0,+45.1703188,-122.6224713,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
17,0,0,32,0,15,0,32,0,29,63,24,76471,410050238005,1146,7649661.9918,545492.1747,7660221.9918,556052.1747,POINT (7649661.9918 545492.1747),41,005,023800,5,Block Group 5,G5030,S,39200973.0,167298.0,+45.1703188,-122.6224713,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
18,0,0,32,0,15,0,32,0,29,63,24,76471,410050238005,1147,7649661.9918,534932.1747,7660221.9918,545492.1747,POINT (7649661.9918 534932.1747),41,005,023800,5,Block Group 5,G5030,S,39200973.0,167298.0,+45.1703188,-122.6224713,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
19,0,0,32,0,15,0,32,0,29,63,24,76471,410050238005,1184,7660221.9918,566612.1747,7670781.9918,577172.1747,POINT (7660221.9918 566612.1747),41,005,023800,5,Block Group 5,G5030,S,39200973.0,167298.0,+45.1703188,-122.6224713,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
20,0,0,32,0,15,0,32,0,29,63,24,76471,410050238005,1185,7660221.9918,556052.1747,7670781.9918,566612.1747,POINT (7660221.9918 556052.1747),41,005,023800,5,Block Group 5,G5030,S,39200973.0,167298.0,+45.1703188,-122.6224713,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
21,0,0,18,0,0,14,60,0,16,0,33,101552,410470108022,678,7522941.9918,418772.1747,7533501.9918,429332.1747,POINT (7522941.9918 418772.1747),41,047,010802,2,Block Group 2,G5030,S,61680425.0,1796751.0,+44.7844563,-123.0828793,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
22,0,0,18,0,0,14,60,0,16,0,33,101552,410470108022,717,7533501.9918,429332.1747,7544061.9918,439892.1747,POINT (7533501.9918 429332.1747),41,047,010802,2,Block Group 2,G5030,S,61680425.0,1796751.0,+44.7844563,-123.0828793,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
23,0,0,18,0,0,14,60,0,16,0,33,101552,410470108022,718,7533501.9918,418772.1747,7544061.9918,429332.1747,POINT (7533501.9918 418772.1747),41,047,010802,2,Block Group 2,G5030,S,61680425.0,1796751.0,+44.7844563,-123.0828793,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
24,0,0,18,0,0,14,60,0,16,0,33,101552,410470108022,719,7533501.9918,408212.1747,7544061.9918,418772.1747,POINT (7533501.9918 408212.1747),41,047,010802,2,Block Group 2,G5030,S,61680425.0,1796751.0,+44.7844563,-123.0828793,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
25,0,0,18,0,0,14,60,0,16,0,33,101552,410470108022,760,7544061.9918,397652.1747,7554621.9918,408212.1747,POINT (7544061.9918 397652.1747),41,047,010802,2,Block Group 2,G5030,S,61680425.0,1796751.0,+44.7844563,-123.0828793,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
26,0,0,35,0,0,0,0,17,0,0,17,117663,410050228003,1021,7617981.9918,598292.1747,7628541.9918,608852.1747,POINT (7617981.9918 598292.1747),41,005,022800,3,Block Group 3,G5030,S,18938679.0,934247.0,+45.2725220,-122.7665989,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
27,0,0,35,0,0,0,0,17,0,0,17,117663,410050228003,1061,7628541.9918,598292.1747,7639101.9918,608852.1747,POINT (7628541.9918 598292.1747),41,005,022800,3,Block Group 3,G5030,S,18938679.0,934247.0,+45.2725220,-122.7665989,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
28,0,0,0,81,0,72,14,49,14,13,100,77279,410050232022,1337,7702461.9918,640532.1747,7713021.9918,651092.1747,POINT (7702461.9918 640532.1747),41,005,023202,2,Block Group 2,G5030,S,12820020.0,244718.0,+45.3976286,-122.4499150,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
29,17,18,33,0,0,11,28,65,43,37,16,45262,410710302022,821,7565181.9918,598292.1747,7575741.9918,608852.1747,POINT (7565181.9918 598292.1747),41,071,030202,2,Block Group 2,G5030,S,1894317.0,156469.0,+45.2885659,-122.9724739,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
30,0,0,0,0,0,107,15,16,33,27,46,61833,410470107021,955,7596861.9918,450452.1747,7607421.9918,461012.1747,POINT (7596861.9918 450452.1747),41,047,010702,1,Block Group 1,G5030,S,141931378.0,594694.0,+44.8402224,-122.7460546,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
31,0,0,0,0,0,107,15,16,33,27,46,61833,410470107021,994,7607421.9918,461012.1747,7617981.9918,471572.1747,POINT (7607421.9918 461012.1747),41,047,010702,1,Block Group 1,G5030,S,141931378.0,594694.0,+44.8402224,-122.7460546,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
32,0,0,0,0,0,107,15,16,33,27,46,61833,410470107021,995,7607421.9918,450452.1747,7617981.9918,461012.1747,POINT (7607421.9918 450452.1747),41,047,010702,1,Block Group 1,G5030,S,141931378.0,594694.0,+44.8402224,-122.7460546,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
33,0,0,0,0,0,107,15,16,33,27,46,61833,410470107021,996,7607421.9918,439892.1747,7617981.9918,450452.1747,POINT (7607421.9918 439892.1747),41,047,010702,1,Block Group 1,G5030,S,141931378.0,594694.0,+44.8402224,-122.7460546,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
34,0,0,0,0,0,107,15,16,33,27,46,61833,410470107021,1034,7617981.9918,461012.1747,7628541.9918,471572.1747,POINT (7617981.9918 461012.1747),41,047,010702,1,Block Group 1,G5030,S,141931378.0,594694.0,+44.8402224,-122.7460546,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
35,0,0,0,0,0,107,15,16,33,27,46,61833,410470107021,1035,7617981.9918,450452.1747,7628541.9918,461012.1747,POINT (7617981.9918 450452.1747),41,047,010702,1,Block Group 1,G5030,S,141931378.0,594694.0,+44.8402224,-122.7460546,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
36,0,0,0,0,0,107,15,16,33,27,46,61833,410470107021,1036,7617981.9918,439892.1747,7628541.9918,450452.1747,POINT (7617981.9918 439892.1747),41,047,010702,1,Block Group 1,G5030,S,141931378.0,594694.0,+44.8402224,-122.7460546,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
37,0,0,0,0,0,107,15,16,33,27,46,61833,410470107021,1037,7617981.9918,429332.1747,7628541.9918,439892.1747,POINT (7617981.9918 429332.1747),41,047,010702,1,Block Group 1,G5030,S,141931378.0,594694.0,+44.8402224,-122.7460546,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
38,0,0,0,0,0,107,15,16,33,27,46,61833,410470107021,1038,7617981.9918,418772.1747,7628541.9918,429332.1747,POINT (7617981.9918 418772.1747),41,047,010702,1,Block Group 1,G5030,S,141931378.0,594694.0,+44.8402224,-122.7460546,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
39,0,0,0,0,0,107,15,16,33,27,46,61833,410470107021,1076,7628541.9918,439892.1747,7639101.9918,450452.1747,POINT (7628541.9918 439892.1747),41,047,010702,1,Block Group 1,G5030,S,141931378.0,594694.0,+44.8402224,-122.7460546,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
40,0,0,0,0,0,107,15,16,33,27,46,61833,410470107021,1077,7628541.9918,429332.1747,7639101.9918,439892.1747,POINT (7628541.9918 429332.1747),41,047,010702,1,Block Group 1,G5030,S,141931378.0,594694.0,+44.8402224,-122.7460546,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
41,0,0,0,0,0,107,15,16,33,27,46,61833,410470107021,1078,7628541.9918,418772.1747,7639101.9918,429332.1747,POINT (7628541.9918 418772.1747),41,047,010702,1,Block Group 1,G5030,S,141931378.0,594694.0,+44.8402224,-122.7460546,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
42,0,0,0,0,0,107,15,16,33,27,46,61833,410470107021,1117,7639101.9918,429332.1747,7649661.9918,439892.1747,POINT (7639101.9918 429332.1747),41,047,010702,1,Block Group 1,G5030,S,141931378.0,594694.0,+44.8402224,-122.7460546,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
43,0,0,0,0,0,107,15,16,33,27,46,61833,410470107021,1118,7639101.9918,418772.1747,7649661.9918,429332.1747,POINT (7639101.9918 418772.1747),41,047,010702,1,Block Group 1,G5030,S,141931378.0,594694.0,+44.8402224,-122.7460546,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
44,0,0,0,0,0,107,15,16,33,27,46,61833,410470107021,1157,7649661.9918,429332.1747,7660221.9918,439892.1747,POINT (7649661.9918 429332.1747),41,047,010702,1,Block Group 1,G5030,S,141931378.0,594694.0,+44.8402224,-122.7460546,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
45,32,51,0,87,16,64,29,145,12,58,48,55078,410470107022,956,7596861.9918,439892.1747,7607421.9918,450452.1747,POINT (7596861.9918 439892.1747),41,047,010702,2,Block Group 2,G5030,S,42904376.0,388241.0,+44.8242643,-122.8439070,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
46,32,51,0,87,16,64,29,145,12,58,48,55078,410470107022,957,7596861.9918,429332.1747,7607421.9918,439892.1747,POINT (7596861.9918 429332.1747),41,047,010702,2,Block Group 2,G5030,S,42904376.0,388241.0,+44.8242643,-122.8439070,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
47,32,51,0,87,16,64,29,145,12,58,48,55078,410470107022,958,7596861.9918,418772.1747,7607421.9918,429332.1747,POINT (7596861.9918 418772.1747),41,047,010702,2,Block Group 2,G5030,S,42904376.0,388241.0,+44.8242643,-122.8439070,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
48,0,15,0,62,0,15,18,0,0,26,13,50481,410470108014,840,7565181.9918,397652.1747,7575741.9918,408212.1747,POINT (7565181.9918 397652.1747),41,047,010801,4,Block Group 4,G5030,S,29743626.0,939541.0,+44.7540398,-122.9223592,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
49,0,15,0,62,0,15,18,0,0,26,13,50481,410470108014,879,7575741.9918,408212.1747,7586301.9918,418772.1747,POINT (7575741.9918 408212.1747),41,047,010801,4,Block Group 4,G5030,S,29743626.0,939541.0,+44.7540398,-122.9223592,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
50,0,15,0,62,0,15,18,0,0,26,13,50481,410470108014,919,7586301.9918,408212.1747,7596861.9918,418772.1747,POINT (7586301.9918 408212.1747),41,047,010801,4,Block Group 4,G5030,S,29743626.0,939541.0,+44.7540398,-122.9223592,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
51,76,0,6,32,65,15,78,17,11,33,71,53594,410470108015,916,7586301.9918,439892.1747,7596861.9918,450452.1747,POINT (7586301.9918 439892.1747),41,047,010801,5,Block Group 5,G5030,S,3456535.0,0.0,+44.8449153,-122.8871738,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
52,15,16,0,15,29,48,0,0,0,53,0,-666666666,410470108012,878,7575741.9918,418772.1747,7586301.9918,429332.1747,POINT (7575741.9918 418772.1747),41,047,010801,2,Block Group 2,G5030,S,32105003.0,0.0,+44.8018252,-122.8902560,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
53,15,16,0,15,29,48,0,0,0,53,0,-666666666,410470108012,917,7586301.9918,429332.1747,7596861.9918,439892.1747,POINT (7586301.9918 429332.1747),41,047,010801,2,Block Group 2,G5030,S,32105003.0,0.0,+44.8018252,-122.8902560,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
54,15,16,0,15,29,48,0,0,0,53,0,-666666666,410470108012,918,7586301.9918,418772.1747,7596861.9918,429332.1747,POINT (7586301.9918 418772.1747),41,047,010801,2,Block Group 2,G5030,S,32105003.0,0.0,+44.8018252,-122.8902560,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
55,16,8,51,16,0,0,49,32,9,41,42,99417,410050232011,1336,7702461.9918,651092.1747,7713021.9918,661652.1747,POINT (7702461.9918 651092.1747),41,005,023201,1,Block Group 1,G5030,S,7388061.0,792.0,+45.4268752,-122.4575608,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
56,0,0,0,20,17,0,10,11,0,31,41,109868,410050236001,1341,7702461.9918,598292.1747,7713021.9918,608852.1747,POINT (7702461.9918 598292.1747),41,005,023600,1,Block Group 1,G5030,S,27247673.0,33520.0,+45.2756877,-122.4276711,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
57,0,0,0,20,17,0,10,11,0,31,41,109868,410050236001,1342,7702461.9918,587732.1747,7713021.9918,598292.1747,POINT (7702461.9918 587732.1747),41,005,023600,1,Block Group 1,G5030,S,27247673.0,33520.0,+45.2756877,-122.4276711,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
58,0,0,0,20,17,0,10,11,0,31,41,109868,410050236001,1382,7713021.9918,587732.1747,7723581.9918,598292.1747,POINT (7713021.9918 587732.1747),41,005,023600,1,Block Group 1,G5030,S,27247673.0,33520.0,+45.2756877,-122.4276711,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
59,104,17,11,18,20,60,34,35,19,32,11,80156,410050243023,1619,7776381.9918,619412.1747,7786941.9918,629972.1747,POINT (7776381.9918 619412.1747),41,005,024302,3,Block Group 3,G5030,S,188369297.0,50245.0,+45.3179367,-122.0657593,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
60,104,17,11,18,20,60,34,35,19,32,11,80156,410050243023,1620,7776381.9918,608852.1747,7786941.9918,619412.1747,POINT (7776381.9918 608852.1747),41,005,024302,3,Block Group 3,G5030,S,188369297.0,50245.0,+45.3179367,-122.0657593,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
61,104,17,11,18,20,60,34,35,19,32,11,80156,410050243023,1621,7776381.9918,598292.1747,7786941.9918,608852.1747,POINT (7776381.9918 598292.1747),41,005,024302,3,Block Group 3,G5030,S,188369297.0,50245.0,+45.3179367,-122.0657593,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
62,104,17,11,18,20,60,34,35,19,32,11,80156,410050243023,1659,7786941.9918,619412.1747,7797501.9918,629972.1747,POINT (7786941.9918 619412.1747),41,005,024302,3,Block Group 3,G5030,S,188369297.0,50245.0,+45.3179367,-122.0657593,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
63,104,17,11,18,20,60,34,35,19,32,11,80156,410050243023,1660,7786941.9918,608852.1747,7797501.9918,619412.1747,POINT (7786941.9918 608852.1747),41,005,024302,3,Block Group 3,G5030,S,188369297.0,50245.0,+45.3179367,-122.0657593,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
64,104,17,11,18,20,60,34,35,19,32,11,80156,410050243023,1699,7797501.9918,619412.1747,7808061.9918,629972.1747,POINT (7797501.9918 619412.1747),41,005,024302,3,Block Group 3,G5030,S,188369297.0,50245.0,+45.3179367,-122.0657593,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
65,104,17,11,18,20,60,34,35,19,32,11,80156,410050243023,1700,7797501.9918,608852.1747,7808061.9918,619412.1747,POINT (7797501.9918 608852.1747),41,005,024302,3,Block Group 3,G5030,S,188369297.0,50245.0,+45.3179367,-122.0657593,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
66,104,17,11,18,20,60,34,35,19,32,11,80156,410050243023,1701,7797501.9918,598292.1747,7808061.9918,608852.1747,POINT (7797501.9918 598292.1747),41,005,024302,3,Block Group 3,G5030,S,188369297.0,50245.0,+45.3179367,-122.0657593,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
67,104,17,11,18,20,60,34,35,19,32,11,80156,410050243023,1739,7808061.9918,619412.1747,7818621.9918,629972.1747,POINT (7808061.9918 619412.1747),41,005,024302,3,Block Group 3,G5030,S,188369297.0,50245.0,+45.3179367,-122.0657593,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
