,id,left,top,right,bottom,geometry,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,OBJECTID,UTILITYNAM,CREATIONUS,DATECREATE,DATEMODIFI,LASTUSER,GLOBALID,SHAPE_STAr,SHAPE_STLe
291,292,7427901.9918,693332.1747,7438461.9918,703892.1747,POINT (7427901.9918 693332.1747),41,057,960400,6,410579604006,Block Group 6,G5030,S,305020779.0,0.0,+45.5283968,-123.5209814,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
292,293,7427901.9918,682772.1747,7438461.9918,693332.1747,POINT (7427901.9918 682772.1747),41,057,960400,6,410579604006,Block Group 6,G5030,S,305020779.0,0.0,+45.5283968,-123.5209814,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
293,294,7427901.9918,672212.1747,7438461.9918,682772.1747,POINT (7427901.9918 672212.1747),41,057,960400,6,410579604006,Block Group 6,G5030,S,305020779.0,0.0,+45.5283968,-123.5209814,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
294,295,7427901.9918,661652.1747,7438461.9918,672212.1747,POINT (7427901.9918 661652.1747),,,,,,,,,,,,,,,,,,,,,
295,296,7427901.9918,651092.1747,7438461.9918,661652.1747,POINT (7427901.9918 651092.1747),,,,,,,,,,,,,,,,,,,,,
296,297,7427901.9918,640532.1747,7438461.9918,651092.1747,POINT (7427901.9918 640532.1747),,,,,,,,,,,,,,,,,,,,,
297,298,7427901.9918,629972.1747,7438461.9918,640532.1747,POINT (7427901.9918 629972.1747),,,,,,,,,,,,,,,,,,,,,
298,299,7427901.9918,619412.1747,7438461.9918,629972.1747,POINT (7427901.9918 619412.1747),,,,,,,,,,,,,,,,,,,,,
299,300,7427901.9918,608852.1747,7438461.9918,619412.1747,POINT (7427901.9918 608852.1747),,,,,,,,,,,,,,,,,,,,,
300,301,7427901.9918,598292.1747,7438461.9918,608852.1747,POINT (7427901.9918 598292.1747),,,,,,,,,,,,,,,,,,,,,
301,302,7427901.9918,587732.1747,7438461.9918,598292.1747,POINT (7427901.9918 587732.1747),,,,,,,,,,,,,,,,,,,,,
302,303,7427901.9918,577172.1747,7438461.9918,587732.1747,POINT (7427901.9918 577172.1747),41,071,030502,1,410710305021,Block Group 1,G5030,S,352542676.0,13445.0,+45.1500952,-123.6484109,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
303,304,7427901.9918,566612.1747,7438461.9918,577172.1747,POINT (7427901.9918 566612.1747),41,071,030501,2,410710305012,Block Group 2,G5030,S,147424435.0,0.0,+45.1890997,-123.4325817,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
304,305,7427901.9918,556052.1747,7438461.9918,566612.1747,POINT (7427901.9918 556052.1747),41,071,030502,1,410710305021,Block Group 1,G5030,S,352542676.0,13445.0,+45.1500952,-123.6484109,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
305,306,7427901.9918,545492.1747,7438461.9918,556052.1747,POINT (7427901.9918 545492.1747),41,071,030502,1,410710305021,Block Group 1,G5030,S,352542676.0,13445.0,+45.1500952,-123.6484109,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
306,307,7427901.9918,534932.1747,7438461.9918,545492.1747,POINT (7427901.9918 534932.1747),41,071,030502,1,410710305021,Block Group 1,G5030,S,352542676.0,13445.0,+45.1500952,-123.6484109,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
307,308,7427901.9918,524372.1747,7438461.9918,534932.1747,POINT (7427901.9918 524372.1747),41,053,020400,1,410530204001,Block Group 1,G5030,S,44710451.0,43936.0,+45.0519061,-123.4623889,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
308,309,7427901.9918,513812.1747,7438461.9918,524372.1747,POINT (7427901.9918 513812.1747),41,053,020400,2,410530204002,Block Group 2,G5030,S,189788385.0,20837.0,+45.0364029,-123.5967523,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
309,310,7427901.9918,503252.1747,7438461.9918,513812.1747,POINT (7427901.9918 503252.1747),41,053,020400,2,410530204002,Block Group 2,G5030,S,189788385.0,20837.0,+45.0364029,-123.5967523,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
310,311,7427901.9918,492692.1747,7438461.9918,503252.1747,POINT (7427901.9918 492692.1747),41,053,020400,3,410530204003,Block Group 3,G5030,S,662710474.0,1906474.0,+44.8746280,-123.6035568,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
311,312,7427901.9918,482132.1747,7438461.9918,492692.1747,POINT (7427901.9918 482132.1747),41,053,020400,3,410530204003,Block Group 3,G5030,S,662710474.0,1906474.0,+44.8746280,-123.6035568,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
312,313,7427901.9918,471572.1747,7438461.9918,482132.1747,POINT (7427901.9918 471572.1747),41,053,020400,3,410530204003,Block Group 3,G5030,S,662710474.0,1906474.0,+44.8746280,-123.6035568,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
313,314,7427901.9918,461012.1747,7438461.9918,471572.1747,POINT (7427901.9918 461012.1747),41,053,020400,3,410530204003,Block Group 3,G5030,S,662710474.0,1906474.0,+44.8746280,-123.6035568,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
314,315,7427901.9918,450452.1747,7438461.9918,461012.1747,POINT (7427901.9918 450452.1747),41,053,020400,3,410530204003,Block Group 3,G5030,S,662710474.0,1906474.0,+44.8746280,-123.6035568,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
315,316,7427901.9918,439892.1747,7438461.9918,450452.1747,POINT (7427901.9918 439892.1747),,,,,,,,,,,,,,,,,,,,,
316,317,7427901.9918,429332.1747,7438461.9918,439892.1747,POINT (7427901.9918 429332.1747),,,,,,,,,,,,,,,,,,,,,
317,318,7427901.9918,418772.1747,7438461.9918,429332.1747,POINT (7427901.9918 418772.1747),41,053,020400,3,410530204003,Block Group 3,G5030,S,662710474.0,1906474.0,+44.8746280,-123.6035568,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
318,319,7427901.9918,408212.1747,7438461.9918,418772.1747,POINT (7427901.9918 408212.1747),41,053,020400,3,410530204003,Block Group 3,G5030,S,662710474.0,1906474.0,+44.8746280,-123.6035568,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
319,320,7427901.9918,397652.1747,7438461.9918,408212.1747,POINT (7427901.9918 397652.1747),,,,,,,,,,,,,,,,,,,,,
320,321,7438461.9918,809492.1747,7449021.9918,820052.1747,POINT (7438461.9918 809492.1747),,,,,,,,,,,,,,,,,,,,,
321,322,7438461.9918,798932.1747,7449021.9918,809492.1747,POINT (7438461.9918 798932.1747),,,,,,,,,,,,,,,,,,,,,
322,323,7438461.9918,788372.1747,7449021.9918,798932.1747,POINT (7438461.9918 788372.1747),,,,,,,,,,,,,,,,,,,,,
323,324,7438461.9918,777812.1747,7449021.9918,788372.1747,POINT (7438461.9918 777812.1747),,,,,,,,,,,,,,,,,,,,,
324,325,7438461.9918,767252.1747,7449021.9918,777812.1747,POINT (7438461.9918 767252.1747),,,,,,,,,,,,,,,,,,,,,
325,326,7438461.9918,756692.1747,7449021.9918,767252.1747,POINT (7438461.9918 756692.1747),,,,,,,,,,,,,,,,,,,,,
326,327,7438461.9918,746132.1747,7449021.9918,756692.1747,POINT (7438461.9918 746132.1747),,,,,,,,,,,,,,,,,,,,,
327,328,7438461.9918,735572.1747,7449021.9918,746132.1747,POINT (7438461.9918 735572.1747),,,,,,,,,,,,,,,,,,,,,
328,329,7438461.9918,725012.1747,7449021.9918,735572.1747,POINT (7438461.9918 725012.1747),,,,,,,,,,,,,,,,,,,,,
329,330,7438461.9918,714452.1747,7449021.9918,725012.1747,POINT (7438461.9918 714452.1747),41,057,960400,6,410579604006,Block Group 6,G5030,S,305020779.0,0.0,+45.5283968,-123.5209814,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
330,331,7438461.9918,703892.1747,7449021.9918,714452.1747,POINT (7438461.9918 703892.1747),41,057,960400,6,410579604006,Block Group 6,G5030,S,305020779.0,0.0,+45.5283968,-123.5209814,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
331,332,7438461.9918,693332.1747,7449021.9918,703892.1747,POINT (7438461.9918 693332.1747),41,057,960400,6,410579604006,Block Group 6,G5030,S,305020779.0,0.0,+45.5283968,-123.5209814,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
332,333,7438461.9918,682772.1747,7449021.9918,693332.1747,POINT (7438461.9918 682772.1747),41,057,960400,6,410579604006,Block Group 6,G5030,S,305020779.0,0.0,+45.5283968,-123.5209814,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
333,334,7438461.9918,672212.1747,7449021.9918,682772.1747,POINT (7438461.9918 672212.1747),41,057,960400,6,410579604006,Block Group 6,G5030,S,305020779.0,0.0,+45.5283968,-123.5209814,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
334,335,7438461.9918,661652.1747,7449021.9918,672212.1747,POINT (7438461.9918 661652.1747),41,067,033600,3,410670336003,Block Group 3,G5030,S,199838488.0,4167364.0,+45.4724032,-123.3233805,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
335,336,7438461.9918,651092.1747,7449021.9918,661652.1747,POINT (7438461.9918 651092.1747),,,,,,,,,,,,,,,,,,,,,
336,337,7438461.9918,640532.1747,7449021.9918,651092.1747,POINT (7438461.9918 640532.1747),,,,,,,,,,,,,,,,,,,,,
337,338,7438461.9918,629972.1747,7449021.9918,640532.1747,POINT (7438461.9918 629972.1747),,,,,,,,,,,,,,,,,,,,,
338,339,7438461.9918,619412.1747,7449021.9918,629972.1747,POINT (7438461.9918 619412.1747),,,,,,,,,,,,,,,,,,,,,
339,340,7438461.9918,608852.1747,7449021.9918,619412.1747,POINT (7438461.9918 608852.1747),,,,,,,,,,,,,,,,,,,,,
340,341,7438461.9918,598292.1747,7449021.9918,608852.1747,POINT (7438461.9918 598292.1747),,,,,,,,,,,,,,,,,,,,,
341,342,7438461.9918,587732.1747,7449021.9918,598292.1747,POINT (7438461.9918 587732.1747),,,,,,,,,,,,,,,,,,,,,
342,343,7438461.9918,577172.1747,7449021.9918,587732.1747,POINT (7438461.9918 577172.1747),41,071,030501,2,410710305012,Block Group 2,G5030,S,147424435.0,0.0,+45.1890997,-123.4325817,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
343,344,7438461.9918,566612.1747,7449021.9918,577172.1747,POINT (7438461.9918 566612.1747),41,071,030501,2,410710305012,Block Group 2,G5030,S,147424435.0,0.0,+45.1890997,-123.4325817,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
344,345,7438461.9918,556052.1747,7449021.9918,566612.1747,POINT (7438461.9918 556052.1747),41,071,030501,2,410710305012,Block Group 2,G5030,S,147424435.0,0.0,+45.1890997,-123.4325817,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
345,346,7438461.9918,545492.1747,7449021.9918,556052.1747,POINT (7438461.9918 545492.1747),41,071,030502,3,410710305023,Block Group 3,G5030,S,19589462.0,0.0,+45.1079319,-123.4363647,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
346,347,7438461.9918,534932.1747,7449021.9918,545492.1747,POINT (7438461.9918 534932.1747),41,071,030502,3,410710305023,Block Group 3,G5030,S,19589462.0,0.0,+45.1079319,-123.4363647,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
347,348,7438461.9918,524372.1747,7449021.9918,534932.1747,POINT (7438461.9918 524372.1747),41,053,020400,1,410530204001,Block Group 1,G5030,S,44710451.0,43936.0,+45.0519061,-123.4623889,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
348,349,7438461.9918,513812.1747,7449021.9918,524372.1747,POINT (7438461.9918 513812.1747),41,053,020400,1,410530204001,Block Group 1,G5030,S,44710451.0,43936.0,+45.0519061,-123.4623889,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
349,350,7438461.9918,503252.1747,7449021.9918,513812.1747,POINT (7438461.9918 503252.1747),41,053,020400,2,410530204002,Block Group 2,G5030,S,189788385.0,20837.0,+45.0364029,-123.5967523,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
350,351,7438461.9918,492692.1747,7449021.9918,503252.1747,POINT (7438461.9918 492692.1747),41,053,020400,3,410530204003,Block Group 3,G5030,S,662710474.0,1906474.0,+44.8746280,-123.6035568,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
351,352,7438461.9918,482132.1747,7449021.9918,492692.1747,POINT (7438461.9918 482132.1747),41,053,020400,3,410530204003,Block Group 3,G5030,S,662710474.0,1906474.0,+44.8746280,-123.6035568,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
352,353,7438461.9918,471572.1747,7449021.9918,482132.1747,POINT (7438461.9918 471572.1747),41,053,020400,3,410530204003,Block Group 3,G5030,S,662710474.0,1906474.0,+44.8746280,-123.6035568,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
353,354,7438461.9918,461012.1747,7449021.9918,471572.1747,POINT (7438461.9918 461012.1747),41,053,020400,3,410530204003,Block Group 3,G5030,S,662710474.0,1906474.0,+44.8746280,-123.6035568,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
354,355,7438461.9918,450452.1747,7449021.9918,461012.1747,POINT (7438461.9918 450452.1747),41,053,020400,3,410530204003,Block Group 3,G5030,S,662710474.0,1906474.0,+44.8746280,-123.6035568,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
355,356,7438461.9918,439892.1747,7449021.9918,450452.1747,POINT (7438461.9918 439892.1747),,,,,,,,,,,,,,,,,,,,,
356,357,7438461.9918,429332.1747,7449021.9918,439892.1747,POINT (7438461.9918 429332.1747),,,,,,,,,,,,,,,,,,,,,
357,358,7438461.9918,418772.1747,7449021.9918,429332.1747,POINT (7438461.9918 418772.1747),,,,,,,,,,,,,,,,,,,,,
358,359,7438461.9918,408212.1747,7449021.9918,418772.1747,POINT (7438461.9918 408212.1747),41,053,020400,3,410530204003,Block Group 3,G5030,S,662710474.0,1906474.0,+44.8746280,-123.6035568,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
359,360,7438461.9918,397652.1747,7449021.9918,408212.1747,POINT (7438461.9918 397652.1747),,,,,,,,,,,,,,,,,,,,,
360,361,7449021.9918,809492.1747,7459581.9918,820052.1747,POINT (7449021.9918 809492.1747),,,,,,,,,,,,,,,,,,,,,
361,362,7449021.9918,798932.1747,7459581.9918,809492.1747,POINT (7449021.9918 798932.1747),,,,,,,,,,,,,,,,,,,,,
362,363,7449021.9918,788372.1747,7459581.9918,798932.1747,POINT (7449021.9918 788372.1747),,,,,,,,,,,,,,,,,,,,,
363,364,7449021.9918,777812.1747,7459581.9918,788372.1747,POINT (7449021.9918 777812.1747),,,,,,,,,,,,,,,,,,,,,
364,365,7449021.9918,767252.1747,7459581.9918,777812.1747,POINT (7449021.9918 767252.1747),,,,,,,,,,,,,,,,,,,,,
365,366,7449021.9918,756692.1747,7459581.9918,767252.1747,POINT (7449021.9918 756692.1747),41,067,033500,1,410670335001,Block Group 1,G5030,S,208717614.0,18298.0,+45.6963969,-123.3252426,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
366,367,7449021.9918,746132.1747,7459581.9918,756692.1747,POINT (7449021.9918 746132.1747),41,067,033500,1,410670335001,Block Group 1,G5030,S,208717614.0,18298.0,+45.6963969,-123.3252426,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
367,368,7449021.9918,735572.1747,7459581.9918,746132.1747,POINT (7449021.9918 735572.1747),,,,,,,,,,,,,,,,,,,,,
368,369,7449021.9918,725012.1747,7459581.9918,735572.1747,POINT (7449021.9918 725012.1747),,,,,,,,,,,,,,,,,,,,,
369,370,7449021.9918,714452.1747,7459581.9918,725012.1747,POINT (7449021.9918 714452.1747),41,057,960400,6,410579604006,Block Group 6,G5030,S,305020779.0,0.0,+45.5283968,-123.5209814,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
370,371,7449021.9918,703892.1747,7459581.9918,714452.1747,POINT (7449021.9918 703892.1747),41,057,960400,6,410579604006,Block Group 6,G5030,S,305020779.0,0.0,+45.5283968,-123.5209814,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
371,372,7449021.9918,693332.1747,7459581.9918,703892.1747,POINT (7449021.9918 693332.1747),41,057,960400,6,410579604006,Block Group 6,G5030,S,305020779.0,0.0,+45.5283968,-123.5209814,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
372,373,7449021.9918,682772.1747,7459581.9918,693332.1747,POINT (7449021.9918 682772.1747),41,067,033600,3,410670336003,Block Group 3,G5030,S,199838488.0,4167364.0,+45.4724032,-123.3233805,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
373,374,7449021.9918,672212.1747,7459581.9918,682772.1747,POINT (7449021.9918 672212.1747),41,067,033600,3,410670336003,Block Group 3,G5030,S,199838488.0,4167364.0,+45.4724032,-123.3233805,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
374,375,7449021.9918,661652.1747,7459581.9918,672212.1747,POINT (7449021.9918 661652.1747),41,067,033600,3,410670336003,Block Group 3,G5030,S,199838488.0,4167364.0,+45.4724032,-123.3233805,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
375,376,7449021.9918,651092.1747,7459581.9918,661652.1747,POINT (7449021.9918 651092.1747),41,071,030400,1,410710304001,Block Group 1,G5030,S,221423818.0,53344.0,+45.3815636,-123.3482286,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
376,377,7449021.9918,640532.1747,7459581.9918,651092.1747,POINT (7449021.9918 640532.1747),41,071,030400,1,410710304001,Block Group 1,G5030,S,221423818.0,53344.0,+45.3815636,-123.3482286,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
377,378,7449021.9918,629972.1747,7459581.9918,640532.1747,POINT (7449021.9918 629972.1747),41,071,030400,1,410710304001,Block Group 1,G5030,S,221423818.0,53344.0,+45.3815636,-123.3482286,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
378,379,7449021.9918,619412.1747,7459581.9918,629972.1747,POINT (7449021.9918 619412.1747),41,071,030400,4,410710304004,Block Group 4,G5030,S,123366833.0,766398.0,+45.2988108,-123.3141221,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
379,380,7449021.9918,608852.1747,7459581.9918,619412.1747,POINT (7449021.9918 608852.1747),41,071,030400,4,410710304004,Block Group 4,G5030,S,123366833.0,766398.0,+45.2988108,-123.3141221,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
380,381,7449021.9918,598292.1747,7459581.9918,608852.1747,POINT (7449021.9918 598292.1747),41,071,030501,2,410710305012,Block Group 2,G5030,S,147424435.0,0.0,+45.1890997,-123.4325817,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
381,382,7449021.9918,587732.1747,7459581.9918,598292.1747,POINT (7449021.9918 587732.1747),41,071,030501,2,410710305012,Block Group 2,G5030,S,147424435.0,0.0,+45.1890997,-123.4325817,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
382,383,7449021.9918,577172.1747,7459581.9918,587732.1747,POINT (7449021.9918 577172.1747),41,071,030501,2,410710305012,Block Group 2,G5030,S,147424435.0,0.0,+45.1890997,-123.4325817,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
383,384,7449021.9918,566612.1747,7459581.9918,577172.1747,POINT (7449021.9918 566612.1747),41,071,030501,2,410710305012,Block Group 2,G5030,S,147424435.0,0.0,+45.1890997,-123.4325817,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
384,385,7449021.9918,556052.1747,7459581.9918,566612.1747,POINT (7449021.9918 556052.1747),41,071,030501,2,410710305012,Block Group 2,G5030,S,147424435.0,0.0,+45.1890997,-123.4325817,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
385,386,7449021.9918,545492.1747,7459581.9918,556052.1747,POINT (7449021.9918 545492.1747),41,071,030502,3,410710305023,Block Group 3,G5030,S,19589462.0,0.0,+45.1079319,-123.4363647,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
386,387,7449021.9918,534932.1747,7459581.9918,545492.1747,POINT (7449021.9918 534932.1747),41,071,030502,4,410710305024,Block Group 4,G5030,S,11077240.0,0.0,+45.0842595,-123.4278134,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
387,388,7449021.9918,524372.1747,7459581.9918,534932.1747,POINT (7449021.9918 524372.1747),41,053,020400,1,410530204001,Block Group 1,G5030,S,44710451.0,43936.0,+45.0519061,-123.4623889,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
388,389,7449021.9918,513812.1747,7459581.9918,524372.1747,POINT (7449021.9918 513812.1747),41,053,020400,1,410530204001,Block Group 1,G5030,S,44710451.0,43936.0,+45.0519061,-123.4623889,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
389,390,7449021.9918,503252.1747,7459581.9918,513812.1747,POINT (7449021.9918 503252.1747),41,053,020400,3,410530204003,Block Group 3,G5030,S,662710474.0,1906474.0,+44.8746280,-123.6035568,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
390,391,7449021.9918,492692.1747,7459581.9918,503252.1747,POINT (7449021.9918 492692.1747),41,053,020400,3,410530204003,Block Group 3,G5030,S,662710474.0,1906474.0,+44.8746280,-123.6035568,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
391,392,7449021.9918,482132.1747,7459581.9918,492692.1747,POINT (7449021.9918 482132.1747),41,053,020500,2,410530205002,Block Group 2,G5030,S,47546052.0,0.0,+44.9598084,-123.3556321,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
392,393,7449021.9918,471572.1747,7459581.9918,482132.1747,POINT (7449021.9918 471572.1747),41,053,020400,3,410530204003,Block Group 3,G5030,S,662710474.0,1906474.0,+44.8746280,-123.6035568,329.0,PGE,E02641,2018-10-15,2018-10-15,E02641,{BDED2F21-9A0D-4EAE-ACB9-5062C6D62A03},113601558001.0,3373898.83816
