NAME,crent_tot,crent_cash,crent<100,crent_100,crent_150,crent_200,crent_250,crent_300,crent_350,crent_400,crent_450,crent_500,crent_550,crent_600,crent_650,crent_700,crent_750,crent_800,crent_900,crent_1k,crent_1250,crent_1500,crent_2k,crent_2500,crent_3k,crent_3500,crent_none,moho_tot,moho<100,moho_100,moho_200,moho_300,moho_400,moho_500,moho_600,moho_700,moho_800,moho_900,moho_1k,moho_1500,moho_2k,moho_2500,moho_3k,moho_no,med_moho,state,county,tract,block group,GEOID
"Block Group 1, Census Tract 9706, Union County, Oregon",90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,58,0,0,0,18,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,061,970600,1,410619706001
"Block Group 4, Census Tract 9706, Union County, Oregon",66,66,0,0,0,0,0,0,0,0,0,0,0,0,29,8,0,8,0,12,9,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,061,970600,4,410619706004
"Block Group 3, Census Tract 306, Linn County, Oregon",82,82,0,0,12,0,0,0,0,0,21,0,2,0,0,0,0,0,33,0,14,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,043,030600,3,410430306003
"Block Group 4, Census Tract 306, Linn County, Oregon",281,281,0,0,0,0,0,0,0,16,16,0,0,13,0,0,68,58,110,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,043,030600,4,410430306004
"Block Group 2, Census Tract 306, Linn County, Oregon",136,76,0,0,0,13,7,0,0,0,5,0,0,14,1,0,10,23,0,3,0,0,0,0,0,0,60,,,,,,,,,,,,,,,,,,,41,043,030600,2,410430306002
"Block Group 2, Census Tract 38.02, Multnomah County, Oregon",69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,24,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,051,003802,2,410510038022
"Block Group 1, Census Tract 38.02, Multnomah County, Oregon",350,340,0,0,0,0,0,0,0,0,11,0,0,13,0,0,0,45,0,74,44,86,67,0,0,0,10,,,,,,,,,,,,,,,,,,,41,051,003802,1,410510038021
"Block Group 1, Census Tract 87, Multnomah County, Oregon",166,157,0,0,0,0,0,0,0,0,0,8,0,16,0,0,0,4,54,21,22,32,0,0,0,0,9,,,,,,,,,,,,,,,,,,,41,051,008700,1,410510087001
"Block Group 3, Census Tract 87, Multnomah County, Oregon",148,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,10,8,58,47,0,9,0,0,0,,,,,,,,,,,,,,,,,,,41,051,008700,3,410510087003
"Block Group 2, Census Tract 91.02, Multnomah County, Oregon",113,113,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,20,40,27,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,051,009102,2,410510091022
"Block Group 1, Census Tract 91.02, Multnomah County, Oregon",249,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,36,117,21,52,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,051,009102,1,410510091021
"Block Group 1, Census Tract 96.04, Multnomah County, Oregon",403,403,0,0,0,0,0,0,0,7,0,7,0,9,17,0,47,77,62,101,76,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,051,009604,1,410510096041
"Block Group 2, Census Tract 96.04, Multnomah County, Oregon",574,574,0,30,0,61,0,7,18,0,0,0,0,16,35,0,81,71,65,181,9,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,051,009604,2,410510096042
"Block Group 2, Census Tract 96.05, Multnomah County, Oregon",150,150,0,0,0,0,0,0,13,0,0,0,0,12,19,0,0,16,21,0,69,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,051,009605,2,410510096052
"Block Group 1, Census Tract 96.05, Multnomah County, Oregon",608,608,0,0,0,0,0,0,0,0,0,0,0,0,56,18,208,20,114,165,27,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,051,009605,1,410510096051
"Block Group 2, Census Tract 96.06, Multnomah County, Oregon",778,752,0,0,0,26,0,0,0,0,0,8,0,24,10,21,44,76,238,244,61,0,0,0,0,0,26,,,,,,,,,,,,,,,,,,,41,051,009606,2,410510096062
"Block Group 1, Census Tract 96.06, Multnomah County, Oregon",567,545,0,9,9,0,0,0,0,8,12,0,0,17,20,5,0,56,60,337,6,6,0,0,0,0,22,,,,,,,,,,,,,,,,,,,41,051,009606,1,410510096061
"Block Group 3, Census Tract 6, Benton County, Oregon",450,407,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,187,88,35,9,40,0,0,0,14,43,,,,,,,,,,,,,,,,,,,41,003,000600,3,410030006003
"Block Group 2, Census Tract 6, Benton County, Oregon",26,26,0,0,0,0,0,0,0,0,9,0,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,003,000600,2,410030006002
"Block Group 2, Census Tract 103, Benton County, Oregon",38,32,0,0,5,0,0,0,0,16,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,41,003,010300,2,410030103002
"Block Group 1, Census Tract 103, Benton County, Oregon",66,66,0,0,0,0,0,0,0,0,0,26,0,0,10,0,0,18,0,4,0,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,003,010300,1,410030103001
"Block Group 3, Census Tract 103, Benton County, Oregon",92,83,0,0,0,0,0,11,0,0,0,2,0,11,13,4,30,9,0,0,0,3,0,0,0,0,9,,,,,,,,,,,,,,,,,,,41,003,010300,3,410030103003
"Block Group 2, Census Tract 102, Benton County, Oregon",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,,,,,,,,,,,,,41,003,010200,2,410030102002
"Block Group 3, Census Tract 102, Benton County, Oregon",76,76,0,13,0,0,0,11,0,0,0,17,0,11,0,0,0,13,0,0,0,0,11,0,0,0,0,,,,,,,,,,,,,,,,,,,41,003,010200,3,410030102003
"Block Group 2, Census Tract 11.01, Benton County, Oregon",561,554,0,0,17,0,0,0,0,0,0,44,82,74,25,8,105,40,59,68,23,9,0,0,0,0,7,,,,,,,,,,,,,,,,,,,41,003,001101,2,410030011012
"Block Group 2, Census Tract 317.04, Washington County, Oregon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,067,031704,2,410670317042
"Block Group 4, Census Tract 317.04, Washington County, Oregon",59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,40,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,067,031704,4,410670317044
"Block Group 1, Census Tract 11.01, Benton County, Oregon",275,275,29,0,0,0,0,0,0,0,0,0,0,40,0,0,48,0,20,66,18,8,9,22,0,15,0,,,,,,,,,,,,,,,,,,,41,003,001101,1,410030011011
"Block Group 5, Census Tract 9702, Columbia County, Oregon",114,75,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,44,16,0,0,0,0,39,,,,,,,,,,,,,,,,,,,41,009,970200,5,410099702005
"Block Group 1, Census Tract 9702, Columbia County, Oregon",152,152,0,0,0,21,0,12,0,4,16,15,18,27,0,7,0,0,0,32,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,009,970200,1,410099702001
"Block Group 4, Census Tract 9702, Columbia County, Oregon",40,30,0,0,0,0,0,0,0,0,0,17,0,13,0,0,0,0,0,0,0,0,0,0,0,0,10,,,,,,,,,,,,,,,,,,,41,009,970200,4,410099702004
"Block Group 3, Census Tract 9702, Columbia County, Oregon",113,90,0,0,0,0,0,0,0,14,0,0,11,14,0,0,15,0,0,0,0,36,0,0,0,0,23,,,,,,,,,,,,,,,,,,,41,009,970200,3,410099702003
"Block Group 2, Census Tract 9708, Columbia County, Oregon",622,562,42,0,0,0,0,0,0,0,13,0,0,65,112,0,63,122,92,0,0,53,0,0,0,0,60,,,,,,,,,,,,,,,,,,,41,009,970800,2,410099708002
"Block Group 3, Census Tract 9708, Columbia County, Oregon",238,200,0,0,28,0,0,0,0,0,0,0,0,20,11,11,0,20,16,54,13,27,0,0,0,0,38,,,,,,,,,,,,,,,,,,,41,009,970800,3,410099708003
"Block Group 3, Census Tract 9703, Columbia County, Oregon",42,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,30,,,,,,,,,,,,,,,,,,,41,009,970300,3,410099703003
"Block Group 4, Census Tract 9703, Columbia County, Oregon",69,47,0,0,0,0,0,0,0,0,0,5,0,15,2,0,0,16,0,3,6,0,0,0,0,0,22,,,,,,,,,,,,,,,,,,,41,009,970300,4,410099703004
"Block Group 2, Census Tract 21.02, Lane County, Oregon",800,785,0,0,0,0,0,0,16,0,0,0,0,18,58,78,89,157,72,280,0,17,0,0,0,0,15,,,,,,,,,,,,,,,,,,,41,039,002102,2,410390021022
"Block Group 2, Census Tract 304.02, Washington County, Oregon",372,372,0,0,0,0,0,0,0,0,0,0,0,20,0,0,16,10,84,123,0,43,0,0,76,0,0,,,,,,,,,,,,,,,,,,,41,067,030402,2,410670304022
"Block Group 3, Census Tract 306, Washington County, Oregon",72,72,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,26,13,20,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,067,030600,3,410670306003
"Block Group 4, Census Tract 99.03, Multnomah County, Oregon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,051,009903,4,410510099034
"Block Group 3, Census Tract 102, Multnomah County, Oregon",150,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,26,49,8,0,0,0,50,,,,,,,,,,,,,,,,,,,41,051,010200,3,410510102003
"Block Group 5, Census Tract 94, Multnomah County, Oregon",121,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,69,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,051,009400,5,410510094005
"Block Group 1, Census Tract 205.05, Clackamas County, Oregon",239,186,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,18,0,8,26,16,0,10,18,69,53,,,,,,,,,,,,,,,,,,,41,005,020505,1,410050205051
"Block Group 1, Census Tract 204.03, Clackamas County, Oregon",41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,15,0,0,8,12,0,,,,,,,,,,,,,,,,,,,41,005,020403,1,410050204031
"Block Group 1, Census Tract 221.07, Clackamas County, Oregon",940,940,0,0,0,16,0,0,12,0,0,0,0,0,0,0,0,76,37,393,318,68,20,0,0,0,0,,,,,,,,,,,,,,,,,,,41,005,022107,1,410050221071
"Block Group 2, Census Tract 221.07, Clackamas County, Oregon",537,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,36,192,114,112,28,0,0,33,0,,,,,,,,,,,,,,,,,,,41,005,022107,2,410050221072
"Block Group 2, Census Tract 221.05, Clackamas County, Oregon",197,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,123,43,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,005,022105,2,410050221052
"Block Group 1, Census Tract 221.05, Clackamas County, Oregon",29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,005,022105,1,410050221051
"Block Group 1, Census Tract 221.08, Clackamas County, Oregon",15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,005,022108,1,410050221081
"Block Group 1, Census Tract 222.06, Clackamas County, Oregon",173,173,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,17,9,56,76,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,005,022206,1,410050222061
"Block Group 1, Census Tract 222.05, Clackamas County, Oregon",279,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,97,72,61,14,0,0,0,15,,,,,,,,,,,,,,,,,,,41,005,022205,1,410050222051
"Block Group 2, Census Tract 222.05, Clackamas County, Oregon",91,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,9,19,44,0,0,0,,,,,,,,,,,,,,,,,,,41,005,022205,2,410050222052
"Block Group 1, Census Tract 222.08, Clackamas County, Oregon",394,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,18,111,200,28,15,0,0,0,,,,,,,,,,,,,,,,,,,41,005,022208,1,410050222081
"Block Group 3, Census Tract 319.07, Washington County, Oregon",236,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,50,57,23,37,0,25,0,0,0,,,,,,,,,,,,,,,,,,,41,067,031907,3,410670319073
"Block Group 1, Census Tract 319.08, Washington County, Oregon",217,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,74,54,19,0,0,0,0,,,,,,,,,,,,,,,,,,,41,067,031908,1,410670319081
"Block Group 2, Census Tract 319.08, Washington County, Oregon",318,318,0,0,0,0,0,0,0,57,0,0,10,0,0,0,0,20,0,53,104,57,0,17,0,0,0,,,,,,,,,,,,,,,,,,,41,067,031908,2,410670319082
"Block Group 2, Census Tract 318.13, Washington County, Oregon",480,480,0,0,0,0,0,0,0,0,0,0,0,0,44,0,20,0,15,141,131,76,0,53,0,0,0,,,,,,,,,,,,,,,,,,,41,067,031813,2,410670318132
"Block Group 3, Census Tract 23.02, Lane County, Oregon",114,114,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,51,14,28,11,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,039,002302,3,410390023023
"Block Group 1, Census Tract 23.02, Lane County, Oregon",114,114,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,86,0,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,039,002302,1,410390023021
"Block Group 1, Census Tract 7.08, Lane County, Oregon",146,118,0,0,0,0,0,0,0,0,0,12,0,9,0,0,0,30,0,25,0,42,0,0,0,0,28,,,,,,,,,,,,,,,,,,,41,039,000708,1,410390007081
"Block Group 3, Census Tract 7.07, Lane County, Oregon",319,302,0,0,0,27,44,0,20,0,9,39,0,0,0,0,23,0,25,91,14,0,0,0,10,0,17,,,,,,,,,,,,,,,,,,,41,039,000707,3,410390007073
"Block Group 2, Census Tract 7.07, Lane County, Oregon",57,28,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,6,0,0,0,0,0,0,29,,,,,,,,,,,,,,,,,,,41,039,000707,2,410390007072
"Block Group 0, Census Tract 9900, Lane County, Oregon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,039,990000,0,410399900000
"Block Group 1, Census Tract 25.04, Lane County, Oregon",41,41,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,039,002504,1,410390025041
"Block Group 3, Census Tract 44.05, Lane County, Oregon",118,118,0,0,30,0,0,0,0,0,24,0,0,10,0,0,0,8,11,8,7,11,9,0,0,0,0,,,,,,,,,,,,,,,,,,,41,039,004405,3,410390044053
"Block Group 2, Census Tract 33.02, Lane County, Oregon",337,330,0,0,6,0,0,0,6,0,25,135,9,16,38,15,29,29,0,12,10,0,0,0,0,0,7,,,,,,,,,,,,,,,,,,,41,039,003302,2,410390033022
"Block Group 5, Census Tract 39.01, Multnomah County, Oregon",184,184,0,0,0,0,0,0,0,0,0,0,0,14,0,21,0,16,18,12,58,15,30,0,0,0,0,,,,,,,,,,,,,,,,,,,41,051,003901,5,410510039015
"Block Group 4, Census Tract 39.01, Multnomah County, Oregon",226,208,0,0,0,0,0,0,0,0,0,0,39,14,0,0,0,0,59,0,53,43,0,0,0,0,18,,,,,,,,,,,,,,,,,,,41,051,003901,4,410510039014
"Block Group 3, Census Tract 39.01, Multnomah County, Oregon",130,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,30,20,0,0,0,17,,,,,,,,,,,,,,,,,,,41,051,003901,3,410510039013
"Block Group 1, Census Tract 39.01, Multnomah County, Oregon",135,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,16,50,40,0,0,0,0,,,,,,,,,,,,,,,,,,,41,051,003901,1,410510039011
"Block Group 2, Census Tract 39.01, Multnomah County, Oregon",53,53,0,0,0,0,0,0,0,0,0,9,21,0,0,0,0,0,0,0,9,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,051,003901,2,410510039012
"Block Group 1, Census Tract 55, Multnomah County, Oregon",677,665,0,0,42,9,15,39,0,8,65,105,44,28,0,30,52,18,75,40,17,22,26,30,0,0,12,,,,,,,,,,,,,,,,,,,41,051,005500,1,410510055001
"Block Group 5, Census Tract 58, Multnomah County, Oregon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,051,005800,5,410510058005
"Block Group 3, Census Tract 58, Multnomah County, Oregon",367,367,0,0,0,0,0,0,0,0,0,0,0,32,0,28,0,44,64,160,25,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,051,005800,3,410510058003
"Block Group 4, Census Tract 58, Multnomah County, Oregon",65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,17,15,0,14,0,0,,,,,,,,,,,,,,,,,,,41,051,005800,4,410510058004
"Block Group 1, Census Tract 58, Multnomah County, Oregon",281,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,86,0,109,41,0,0,0,0,,,,,,,,,,,,,,,,,,,41,051,005800,1,410510058001
"Block Group 2, Census Tract 58, Multnomah County, Oregon",351,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,25,152,29,47,13,0,14,41,0,,,,,,,,,,,,,,,,,,,41,051,005800,2,410510058002
"Block Group 1, Census Tract 59, Multnomah County, Oregon",2065,2049,0,0,0,0,0,0,0,0,0,0,0,0,106,62,0,73,15,68,255,905,325,175,48,17,16,,,,,,,,,,,,,,,,,,,41,051,005900,1,410510059001
"Block Group 3, Census Tract 24.01, Multnomah County, Oregon",87,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,36,20,0,4,5,0,0,,,,,,,,,,,,,,,,,,,41,051,002401,3,410510024013
"Block Group 2, Census Tract 34.02, Multnomah County, Oregon",407,352,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,14,0,34,68,136,71,0,11,0,55,,,,,,,,,,,,,,,,,,,41,051,003402,2,410510034022
"Block Group 3, Census Tract 34.02, Multnomah County, Oregon",513,513,0,0,0,0,0,0,0,0,32,0,20,0,0,0,11,0,0,44,180,165,42,8,11,0,0,,,,,,,,,,,,,,,,,,,41,051,003402,3,410510034023
"Block Group 4, Census Tract 35.01, Multnomah County, Oregon",224,224,0,7,0,0,26,0,27,0,0,39,21,0,0,9,7,13,14,18,26,8,9,0,0,0,0,,,,,,,,,,,,,,,,,,,41,051,003501,4,410510035014
"Block Group 2, Census Tract 35.01, Multnomah County, Oregon",182,182,0,0,0,0,0,0,0,0,0,10,10,7,26,0,0,0,0,21,23,44,9,32,0,0,0,,,,,,,,,,,,,,,,,,,41,051,003501,2,410510035012
"Block Group 1, Census Tract 35.01, Multnomah County, Oregon",297,297,0,8,0,0,8,0,0,0,43,8,0,50,0,0,0,0,33,83,50,14,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,051,003501,1,410510035011
"Block Group 4, Census Tract 1, Lane County, Oregon",126,109,0,0,0,0,0,14,0,21,0,17,4,0,7,20,0,14,12,0,0,0,0,0,0,0,17,,,,,,,,,,,,,,,,,,,41,039,000100,4,410390001004
"Block Group 1, Census Tract 1, Lane County, Oregon",64,64,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,039,000100,1,410390001001
"Block Group 3, Census Tract 1, Lane County, Oregon",52,48,0,0,15,0,11,0,0,0,0,0,0,6,0,0,5,0,0,0,0,11,0,0,0,0,4,,,,,,,,,,,,,,,,,,,41,039,000100,3,410390001003
"Block Group 3, Census Tract 5, Lane County, Oregon",78,64,0,4,0,0,0,7,0,0,4,15,0,5,0,7,2,0,0,0,13,7,0,0,0,0,14,,,,,,,,,,,,,,,,,,,41,039,000500,3,410390005003
"Block Group 2, Census Tract 5, Lane County, Oregon",50,47,0,6,0,0,4,10,0,0,0,3,0,6,3,0,0,3,2,0,0,10,0,0,0,0,3,,,,,,,,,,,,,,,,,,,41,039,000500,2,410390005002
"Block Group 2, Census Tract 8, Lane County, Oregon",48,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,16,6,0,0,6,0,0,8,,,,,,,,,,,,,,,,,,,41,039,000800,2,410390008002
"Block Group 1, Census Tract 31.01, Lane County, Oregon",34,34,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,4,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,039,003101,1,410390031011
"Block Group 2, Census Tract 31.01, Lane County, Oregon",264,264,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,54,64,40,67,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,039,003101,2,410390031012
"Block Group 3, Census Tract 40, Lane County, Oregon",231,231,9,0,0,0,0,18,0,0,0,0,0,10,10,27,17,24,47,37,32,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,039,004000,3,410390040003
"Block Group 2, Census Tract 40, Lane County, Oregon",232,210,0,0,0,0,0,0,0,10,25,9,0,18,47,33,0,17,0,25,26,0,0,0,0,0,22,,,,,,,,,,,,,,,,,,,41,039,004000,2,410390040002
"Block Group 4, Census Tract 44.01, Lane County, Oregon",389,389,29,0,14,0,0,0,0,11,71,0,17,0,0,56,0,0,77,0,10,104,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,039,004401,4,410390044014
"Block Group 1, Census Tract 7, Coos County, Oregon",418,418,0,0,0,0,0,25,0,14,22,20,42,39,39,17,0,62,0,64,52,0,0,22,0,0,0,,,,,,,,,,,,,,,,,,,41,011,000700,1,410110007001
"Block Group 7, Census Tract 7, Coos County, Oregon",40,40,0,0,0,0,0,0,0,0,0,17,0,17,0,6,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,011,000700,7,410110007007
"Block Group 3, Census Tract 7, Coos County, Oregon",28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,13,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,011,000700,3,410110007003
"Block Group 8, Census Tract 7, Coos County, Oregon",222,222,0,0,0,0,0,35,0,0,0,0,0,15,41,42,0,35,34,0,20,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,011,000700,8,410110007008
"Block Group 4, Census Tract 7, Coos County, Oregon",361,361,0,0,0,0,0,0,0,0,15,22,60,56,0,138,10,15,25,20,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,011,000700,4,410110007004
"Block Group 6, Census Tract 7, Coos County, Oregon",223,207,0,0,0,0,0,0,15,0,0,16,0,0,0,24,0,127,16,9,0,0,0,0,0,0,16,,,,,,,,,,,,,,,,,,,41,011,000700,6,410110007006
"Block Group 6, Census Tract 10, Coos County, Oregon",82,82,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,47,18,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,011,001000,6,410110010006
"Block Group 7, Census Tract 10, Coos County, Oregon",258,234,0,0,0,0,0,0,15,0,15,0,39,26,21,33,0,13,23,0,49,0,0,0,0,0,24,,,,,,,,,,,,,,,,,,,41,011,001000,7,410110010007
"Block Group 1, Census Tract 10, Coos County, Oregon",58,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,35,,,,,,,,,,,,,,,,,,,41,011,001000,1,410110010001
"Block Group 1, Census Tract 11, Coos County, Oregon",54,54,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,011,001100,1,410110011001
"Block Group 3, Census Tract 21.02, Lane County, Oregon",631,631,15,0,0,0,0,0,0,0,0,0,0,18,59,51,131,199,115,34,0,9,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,039,002102,3,410390021023
"Block Group 3, Census Tract 301, Linn County, Oregon",66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,23,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,043,030100,3,410430301003
"Block Group 1, Census Tract 9602, Tillamook County, Oregon",77,57,0,0,0,0,0,0,0,0,0,12,0,0,0,18,12,5,3,4,3,0,0,0,0,0,20,,,,,,,,,,,,,,,,,,,41,057,960200,1,410579602001
"Block Group 1, Census Tract 68.01, Multnomah County, Oregon",410,395,0,18,64,10,39,0,0,0,0,0,0,15,0,8,10,67,45,50,30,21,8,10,0,0,15,,,,,,,,,,,,,,,,,,,41,051,006801,1,410510068011
"Block Group 2, Census Tract 95.01, Multnomah County, Oregon",297,278,0,0,12,0,0,0,0,0,0,0,8,95,7,30,47,0,30,0,0,11,0,20,18,0,19,,,,,,,,,,,,,,,,,,,41,051,009501,2,410510095012
"Block Group 2, Census Tract 94, Multnomah County, Oregon",81,81,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,25,17,24,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,051,009400,2,410510094002
"Block Group 3, Census Tract 94, Multnomah County, Oregon",99,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,16,0,34,0,0,0,0,28,,,,,,,,,,,,,,,,,,,41,051,009400,3,410510094003
"Block Group 4, Census Tract 94, Multnomah County, Oregon",43,43,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,23,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,051,009400,4,410510094004
"Block Group 2, Census Tract 9703, Union County, Oregon",171,144,0,0,0,0,0,0,0,7,4,4,11,25,15,14,0,9,17,36,0,0,2,0,0,0,27,,,,,,,,,,,,,,,,,,,41,061,970300,2,410619703002
"Block Group 1, Census Tract 9707, Union County, Oregon",351,341,0,0,14,0,32,0,0,63,14,59,13,20,48,31,0,27,20,0,0,0,0,0,0,0,10,,,,,,,,,,,,,,,,,,,41,061,970700,1,410619707001
"Block Group 3, Census Tract 9707, Union County, Oregon",463,438,56,0,13,0,0,0,0,0,0,50,26,23,0,17,0,63,42,87,47,0,0,0,14,0,25,,,,,,,,,,,,,,,,,,,41,061,970700,3,410619707003
"Block Group 2, Census Tract 324.06, Washington County, Oregon",60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,067,032406,2,410670324062
"Block Group 1, Census Tract 34, Lane County, Oregon",338,338,0,0,0,0,0,6,0,0,21,10,52,0,17,10,75,49,41,57,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,41,039,003400,1,410390034001
"Block Group 2, Census Tract 34, Lane County, Oregon",157,146,0,0,0,0,0,0,0,0,0,11,35,0,0,23,20,49,8,0,0,0,0,0,0,0,11,,,,,,,,,,,,,,,,,,,41,039,003400,2,410390034002
"Block Group 3, Census Tract 34, Lane County, Oregon",438,405,0,0,0,0,0,0,10,0,13,46,83,37,33,40,32,51,18,42,0,0,0,0,0,0,33,,,,,,,,,,,,,,,,,,,41,039,003400,3,410390034003
