NAME,B25003_001E,B25003_002E,B25003_003E,state,county,tract,block group
"Block Group 2, Census Tract 315.14, Washington County, Oregon",965,794,171,41,067,031514,2
"Block Group 1, Census Tract 315.14, Washington County, Oregon",468,305,163,41,067,031514,1
"Block Group 2, Census Tract 9.02, Multnomah County, Oregon",615,303,312,41,051,000902,2
"Block Group 3, Census Tract 9.02, Multnomah County, Oregon",461,234,227,41,051,000902,3
"Block Group 1, Census Tract 9.02, Multnomah County, Oregon",927,229,698,41,051,000902,1
"Block Group 2, Census Tract 100.01, Multnomah County, Oregon",476,113,363,41,051,010001,2
"Block Group 2, Census Tract 11, Deschutes County, Oregon",724,682,42,41,017,001100,2
"Block Group 1, Census Tract 11, Deschutes County, Oregon",1320,1085,235,41,017,001100,1
"Block Group 2, Census Tract 7, Deschutes County, Oregon",1390,938,452,41,017,000700,2
"Block Group 2, Census Tract 52, Lane County, Oregon",587,492,95,41,039,005200,2
"Block Group 1, Census Tract 35, Lane County, Oregon",337,159,178,41,039,003500,1
"Block Group 1, Census Tract 36, Lane County, Oregon",619,429,190,41,039,003600,1
"Block Group 2, Census Tract 36, Lane County, Oregon",376,369,7,41,039,003600,2
"Block Group 4, Census Tract 36.01, Multnomah County, Oregon",511,349,162,41,051,003601,4
"Block Group 3, Census Tract 36.01, Multnomah County, Oregon",558,342,216,41,051,003601,3
"Block Group 1, Census Tract 36.01, Multnomah County, Oregon",289,229,60,41,051,003601,1
"Block Group 3, Census Tract 40.01, Multnomah County, Oregon",535,228,307,41,051,004001,3
"Block Group 4, Census Tract 40.01, Multnomah County, Oregon",893,604,289,41,051,004001,4
"Block Group 1, Census Tract 52, Multnomah County, Oregon",589,0,589,41,051,005200,1
"Block Group 1, Census Tract 57, Multnomah County, Oregon",605,322,283,41,051,005700,1
"Block Group 1, Census Tract 60.01, Multnomah County, Oregon",446,190,256,41,051,006001,1
"Block Group 2, Census Tract 65.01, Multnomah County, Oregon",855,732,123,41,051,006501,2
"Block Group 2, Census Tract 9706, Wasco County, Oregon",625,487,138,41,065,970600,2
"Block Group 2, Census Tract 9703, Wasco County, Oregon",356,258,98,41,065,970300,2
"Block Group 4, Census Tract 103.06, Marion County, Oregon",384,353,31,41,047,010306,4
"Block Group 5, Census Tract 103.06, Marion County, Oregon",268,194,74,41,047,010306,5
"Block Group 1, Census Tract 103.06, Marion County, Oregon",1439,684,755,41,047,010306,1
"Block Group 3, Census Tract 103.06, Marion County, Oregon",169,42,127,41,047,010306,3
"Block Group 2, Census Tract 103.06, Marion County, Oregon",670,103,567,41,047,010306,2
"Block Group 1, Census Tract 14.02, Marion County, Oregon",563,393,170,41,047,001402,1
"Block Group 2, Census Tract 14.02, Marion County, Oregon",635,351,284,41,047,001402,2
"Block Group 3, Census Tract 14.02, Marion County, Oregon",1110,632,478,41,047,001402,3
"Block Group 4, Census Tract 10.01, Deschutes County, Oregon",1191,684,507,41,017,001001,4
"Block Group 2, Census Tract 10.01, Deschutes County, Oregon",1640,1206,434,41,017,001001,2
"Block Group 3, Census Tract 10.01, Deschutes County, Oregon",487,294,193,41,017,001001,3
"Block Group 1, Census Tract 4.01, Deschutes County, Oregon",1204,798,406,41,017,000401,1
"Block Group 2, Census Tract 4.01, Deschutes County, Oregon",928,671,257,41,017,000401,2
"Block Group 3, Census Tract 7.01, Marion County, Oregon",276,140,136,41,047,000701,3
"Block Group 2, Census Tract 7.01, Marion County, Oregon",682,369,313,41,047,000701,2
"Block Group 1, Census Tract 5.02, Marion County, Oregon",340,75,265,41,047,000502,1
"Block Group 2, Census Tract 5.02, Marion County, Oregon",488,228,260,41,047,000502,2
"Block Group 2, Census Tract 14.01, Marion County, Oregon",562,457,105,41,047,001401,2
"Block Group 2, Census Tract 25.02, Marion County, Oregon",933,675,258,41,047,002502,2
"Block Group 1, Census Tract 25.02, Marion County, Oregon",638,466,172,41,047,002502,1
"Block Group 4, Census Tract 17, Jackson County, Oregon",1423,803,620,41,029,001700,4
"Block Group 3, Census Tract 29.01, Multnomah County, Oregon",481,202,279,41,051,002901,3
"Block Group 1, Census Tract 29.01, Multnomah County, Oregon",356,294,62,41,051,002901,1
"Block Group 2, Census Tract 29.01, Multnomah County, Oregon",389,330,59,41,051,002901,2
"Block Group 2, Census Tract 36.03, Multnomah County, Oregon",370,276,94,41,051,003603,2
"Block Group 2, Census Tract 40.02, Multnomah County, Oregon",361,209,152,41,051,004002,2
"Block Group 3, Census Tract 40.02, Multnomah County, Oregon",572,390,182,41,051,004002,3
"Block Group 4, Census Tract 40.02, Multnomah County, Oregon",417,243,174,41,051,004002,4
"Block Group 3, Census Tract 41.02, Multnomah County, Oregon",518,399,119,41,051,004102,3
"Block Group 2, Census Tract 41.02, Multnomah County, Oregon",379,332,47,41,051,004102,2
"Block Group 1, Census Tract 45, Multnomah County, Oregon",1429,529,900,41,051,004500,1
"Block Group 3, Census Tract 28.02, Multnomah County, Oregon",553,211,342,41,051,002802,3
"Block Group 2, Census Tract 28.02, Multnomah County, Oregon",452,418,34,41,051,002802,2
"Block Group 1, Census Tract 36.02, Multnomah County, Oregon",536,390,146,41,051,003602,1
"Block Group 2, Census Tract 36.02, Multnomah County, Oregon",733,589,144,41,051,003602,2
"Block Group 1, Census Tract 51, Multnomah County, Oregon",3410,918,2492,41,051,005100,1
"Block Group 2, Census Tract 51, Multnomah County, Oregon",1874,372,1502,41,051,005100,2
"Block Group 1, Census Tract 86, Multnomah County, Oregon",783,446,337,41,051,008600,1
"Block Group 2, Census Tract 86, Multnomah County, Oregon",737,484,253,41,051,008600,2
"Block Group 1, Census Tract 71, Multnomah County, Oregon",784,692,92,41,051,007100,1
"Block Group 2, Census Tract 80.01, Multnomah County, Oregon",729,247,482,41,051,008001,2
"Block Group 1, Census Tract 85, Multnomah County, Oregon",1071,580,491,41,051,008500,1
"Block Group 2, Census Tract 306, Washington County, Oregon",774,430,344,41,067,030600,2
"Block Group 3, Census Tract 100.01, Multnomah County, Oregon",1451,540,911,41,051,010001,3
"Block Group 2, Census Tract 4.01, Multnomah County, Oregon",249,179,70,41,051,000401,2
"Block Group 4, Census Tract 4.01, Multnomah County, Oregon",255,233,22,41,051,000401,4
"Block Group 1, Census Tract 4.01, Multnomah County, Oregon",541,402,139,41,051,000401,1
"Block Group 3, Census Tract 4.01, Multnomah County, Oregon",467,321,146,41,051,000401,3
"Block Group 4, Census Tract 41.01, Multnomah County, Oregon",746,413,333,41,051,004101,4
"Block Group 1, Census Tract 41.01, Multnomah County, Oregon",314,242,72,41,051,004101,1
"Block Group 3, Census Tract 41.01, Multnomah County, Oregon",1263,507,756,41,051,004101,3
"Block Group 2, Census Tract 41.01, Multnomah County, Oregon",576,366,210,41,051,004101,2
"Block Group 1, Census Tract 56, Multnomah County, Oregon",1121,110,1011,41,051,005600,1
"Block Group 3, Census Tract 56, Multnomah County, Oregon",520,0,520,41,051,005600,3
"Block Group 1, Census Tract 324.04, Washington County, Oregon",285,274,11,41,067,032404,1
"Block Group 1, Census Tract 314.02, Washington County, Oregon",648,147,501,41,067,031402,1
"Block Group 3, Census Tract 314.04, Washington County, Oregon",908,503,405,41,067,031404,3
"Block Group 4, Census Tract 314.04, Washington County, Oregon",451,353,98,41,067,031404,4
"Block Group 1, Census Tract 315.08, Washington County, Oregon",850,741,109,41,067,031508,1
"Block Group 2, Census Tract 315.08, Washington County, Oregon",596,596,0,41,067,031508,2
"Block Group 2, Census Tract 315.11, Washington County, Oregon",215,177,38,41,067,031511,2
"Block Group 1, Census Tract 318.06, Washington County, Oregon",570,434,136,41,067,031806,1
"Block Group 3, Census Tract 318.06, Washington County, Oregon",900,702,198,41,067,031806,3
"Block Group 4, Census Tract 322, Washington County, Oregon",331,261,70,41,067,032200,4
"Block Group 2, Census Tract 322, Washington County, Oregon",438,416,22,41,067,032200,2
"Block Group 3, Census Tract 322, Washington County, Oregon",408,392,16,41,067,032200,3
"Block Group 1, Census Tract 313, Washington County, Oregon",775,146,629,41,067,031300,1
"Block Group 4, Census Tract 9504, Curry County, Oregon",424,383,41,41,015,950400,4
"Block Group 3, Census Tract 9503.02, Curry County, Oregon",628,257,371,41,015,950302,3
"Block Group 2, Census Tract 82.01, Multnomah County, Oregon",469,405,64,41,051,008201,2
"Block Group 1, Census Tract 96.03, Multnomah County, Oregon",675,487,188,41,051,009603,1
"Block Group 1, Census Tract 102, Multnomah County, Oregon",539,458,81,41,051,010200,1
"Block Group 1, Census Tract 9708, Union County, Oregon",324,270,54,41,061,970800,1
"Block Group 4, Census Tract 9708, Union County, Oregon",439,367,72,41,061,970800,4
"Block Group 2, Census Tract 9706, Union County, Oregon",440,357,83,41,061,970600,2
"Block Group 4, Census Tract 203, Linn County, Oregon",424,266,158,41,043,020300,4
"Block Group 1, Census Tract 203, Linn County, Oregon",300,234,66,41,043,020300,1
"Block Group 2, Census Tract 203, Linn County, Oregon",369,204,165,41,043,020300,2
"Block Group 2, Census Tract 204, Linn County, Oregon",399,163,236,41,043,020400,2
"Block Group 4, Census Tract 204, Linn County, Oregon",512,172,340,41,043,020400,4
"Block Group 2, Census Tract 318.15, Washington County, Oregon",1267,1024,243,41,067,031815,2
"Block Group 1, Census Tract 27, Marion County, Oregon",1146,1023,123,41,047,002700,1
"Block Group 1, Census Tract 205.01, Clackamas County, Oregon",365,304,61,41,005,020501,1
"Block Group 2, Census Tract 207, Clackamas County, Oregon",734,586,148,41,005,020700,2
"Block Group 1, Census Tract 207, Clackamas County, Oregon",289,222,67,41,005,020700,1
"Block Group 1, Census Tract 225, Clackamas County, Oregon",915,456,459,41,005,022500,1
"Block Group 2, Census Tract 225, Clackamas County, Oregon",760,432,328,41,005,022500,2
"Block Group 4, Census Tract 225, Clackamas County, Oregon",269,141,128,41,005,022500,4
"Block Group 3, Census Tract 225, Clackamas County, Oregon",1078,749,329,41,005,022500,3
"Block Group 2, Census Tract 234.01, Clackamas County, Oregon",750,668,82,41,005,023401,2
"Block Group 1, Census Tract 234.01, Clackamas County, Oregon",594,460,134,41,005,023401,1
"Block Group 3, Census Tract 234.01, Clackamas County, Oregon",419,370,49,41,005,023401,3
"Block Group 3, Census Tract 241, Clackamas County, Oregon",515,433,82,41,005,024100,3
"Block Group 1, Census Tract 241, Clackamas County, Oregon",639,597,42,41,005,024100,1
"Block Group 1, Census Tract 206, Clackamas County, Oregon",682,604,78,41,005,020600,1
"Block Group 3, Census Tract 206, Clackamas County, Oregon",1204,883,321,41,005,020600,3
"Block Group 1, Census Tract 203.03, Clackamas County, Oregon",1038,391,647,41,005,020303,1
"Block Group 2, Census Tract 208, Clackamas County, Oregon",419,134,285,41,005,020800,2
"Block Group 3, Census Tract 208, Clackamas County, Oregon",844,374,470,41,005,020800,3
"Block Group 2, Census Tract 221.01, Clackamas County, Oregon",465,345,120,41,005,022101,2
"Block Group 1, Census Tract 221.01, Clackamas County, Oregon",942,577,365,41,005,022101,1
"Block Group 2, Census Tract 9716, Klamath County, Oregon",377,119,258,41,035,971600,2
"Block Group 3, Census Tract 9716, Klamath County, Oregon",535,78,457,41,035,971600,3
"Block Group 3, Census Tract 9712, Klamath County, Oregon",232,212,20,41,035,971200,3
"Block Group 2, Census Tract 9712, Klamath County, Oregon",296,142,154,41,035,971200,2
"Block Group 6, Census Tract 9713, Klamath County, Oregon",324,244,80,41,035,971300,6
"Block Group 3, Census Tract 9713, Klamath County, Oregon",361,75,286,41,035,971300,3
"Block Group 1, Census Tract 9713, Klamath County, Oregon",200,69,131,41,035,971300,1
"Block Group 5, Census Tract 9713, Klamath County, Oregon",798,697,101,41,035,971300,5
"Block Group 2, Census Tract 9709, Klamath County, Oregon",594,410,184,41,035,970900,2
"Block Group 1, Census Tract 9709, Klamath County, Oregon",925,821,104,41,035,970900,1
"Block Group 1, Census Tract 9719, Klamath County, Oregon",314,136,178,41,035,971900,1
"Block Group 4, Census Tract 9719, Klamath County, Oregon",475,86,389,41,035,971900,4
"Block Group 2, Census Tract 42, Multnomah County, Oregon",1263,411,852,41,051,004200,2
"Block Group 3, Census Tract 47, Multnomah County, Oregon",1039,78,961,41,051,004700,3
"Block Group 2, Census Tract 47, Multnomah County, Oregon",753,288,465,41,051,004700,2
"Block Group 1, Census Tract 47, Multnomah County, Oregon",793,383,410,41,051,004700,1
"Block Group 2, Census Tract 65.02, Multnomah County, Oregon",897,644,253,41,051,006502,2
"Block Group 1, Census Tract 65.02, Multnomah County, Oregon",1202,523,679,41,051,006502,1
"Block Group 1, Census Tract 68.02, Multnomah County, Oregon",598,598,0,41,051,006802,1
"Block Group 2, Census Tract 68.02, Multnomah County, Oregon",850,554,296,41,051,006802,2
"Block Group 1, Census Tract 75, Multnomah County, Oregon",780,499,281,41,051,007500,1
"Block Group 3, Census Tract 75, Multnomah County, Oregon",627,377,250,41,051,007500,3
"Block Group 2, Census Tract 75, Multnomah County, Oregon",392,283,109,41,051,007500,2
"Block Group 1, Census Tract 78, Multnomah County, Oregon",369,126,243,41,051,007800,1
"Block Group 2, Census Tract 78, Multnomah County, Oregon",436,365,71,41,051,007800,2
"Block Group 1, Census Tract 88, Multnomah County, Oregon",542,427,115,41,051,008800,1
"Block Group 2, Census Tract 88, Multnomah County, Oregon",556,401,155,41,051,008800,2
"Block Group 3, Census Tract 92.01, Multnomah County, Oregon",1024,408,616,41,051,009201,3
"Block Group 1, Census Tract 98.04, Multnomah County, Oregon",701,438,263,41,051,009804,1
"Block Group 1, Census Tract 99.03, Multnomah County, Oregon",395,358,37,41,051,009903,1
"Block Group 4, Census Tract 316.17, Washington County, Oregon",350,0,350,41,067,031617,4
"Block Group 3, Census Tract 316.17, Washington County, Oregon",542,0,542,41,067,031617,3
"Block Group 2, Census Tract 316.17, Washington County, Oregon",760,14,746,41,067,031617,2
"Block Group 1, Census Tract 316.17, Washington County, Oregon",649,0,649,41,067,031617,1
"Block Group 1, Census Tract 321.10, Washington County, Oregon",672,94,578,41,067,032110,1
"Block Group 1, Census Tract 4.06, Jackson County, Oregon",926,268,658,41,029,000406,1
"Block Group 2, Census Tract 4.06, Jackson County, Oregon",1147,657,490,41,029,000406,2
"Block Group 1, Census Tract 5.02, Jackson County, Oregon",545,344,201,41,029,000502,1
"Block Group 2, Census Tract 5.02, Jackson County, Oregon",784,50,734,41,029,000502,2
"Block Group 3, Census Tract 5.02, Jackson County, Oregon",1125,162,963,41,029,000502,3
"Block Group 2, Census Tract 10.02, Jackson County, Oregon",382,194,188,41,029,001002,2
"Block Group 1, Census Tract 10.02, Jackson County, Oregon",1054,836,218,41,029,001002,1
"Block Group 3, Census Tract 10.02, Jackson County, Oregon",298,34,264,41,029,001002,3
"Block Group 1, Census Tract 4.04, Jackson County, Oregon",884,782,102,41,029,000404,1
"Block Group 2, Census Tract 4.04, Jackson County, Oregon",876,772,104,41,029,000404,2
"Block Group 3, Census Tract 16.02, Jackson County, Oregon",206,191,15,41,029,001602,3
"Block Group 5, Census Tract 16.02, Jackson County, Oregon",874,396,478,41,029,001602,5
"Block Group 1, Census Tract 16.01, Jackson County, Oregon",1489,939,550,41,029,001601,1
"Block Group 2, Census Tract 5.01, Jackson County, Oregon",806,524,282,41,029,000501,2
"Block Group 1, Census Tract 5.01, Jackson County, Oregon",568,151,417,41,029,000501,1
"Block Group 2, Census Tract 4.03, Jackson County, Oregon",279,228,51,41,029,000403,2
"Block Group 2, Census Tract 4.05, Jackson County, Oregon",1076,341,735,41,029,000405,2
"Block Group 1, Census Tract 316.14, Washington County, Oregon",670,612,58,41,067,031614,1
"Block Group 1, Census Tract 324.07, Washington County, Oregon",855,542,313,41,067,032407,1
"Block Group 2, Census Tract 321.08, Washington County, Oregon",571,387,184,41,067,032108,2
"Block Group 3, Census Tract 321.08, Washington County, Oregon",492,471,21,41,067,032108,3
"Block Group 4, Census Tract 333.01, Washington County, Oregon",224,171,53,41,067,033301,4
"Block Group 3, Census Tract 18.01, Lane County, Oregon",518,505,13,41,039,001801,3
"Block Group 3, Census Tract 32.02, Lane County, Oregon",791,194,597,41,039,003202,3
"Block Group 2, Census Tract 9400, Umatilla County, Oregon",677,412,265,41,059,940000,2
"Block Group 2, Census Tract 222.07, Clackamas County, Oregon",521,483,38,41,005,022207,2
"Block Group 1, Census Tract 223.01, Clackamas County, Oregon",600,533,67,41,005,022301,1
"Block Group 2, Census Tract 223.01, Clackamas County, Oregon",576,521,55,41,005,022301,2
"Block Group 1, Census Tract 227.08, Clackamas County, Oregon",519,489,30,41,005,022708,1
"Block Group 2, Census Tract 227.08, Clackamas County, Oregon",1038,594,444,41,005,022708,2
"Block Group 2, Census Tract 223.02, Clackamas County, Oregon",680,658,22,41,005,022302,2
"Block Group 3, Census Tract 223.02, Clackamas County, Oregon",813,510,303,41,005,022302,3
"Block Group 3, Census Tract 226.05, Clackamas County, Oregon",1035,811,224,41,005,022605,3
"Block Group 3, Census Tract 9719, Klamath County, Oregon",235,164,71,41,035,971900,3
"Block Group 4, Census Tract 9720, Klamath County, Oregon",362,200,162,41,035,972000,4
"Block Group 1, Census Tract 9720, Klamath County, Oregon",359,223,136,41,035,972000,1
"Block Group 1, Census Tract 2, Marion County, Oregon",325,133,192,41,047,000200,1
"Block Group 2, Census Tract 2, Marion County, Oregon",408,24,384,41,047,000200,2
"Block Group 3, Census Tract 3, Marion County, Oregon",502,94,408,41,047,000300,3
"Block Group 2, Census Tract 3, Marion County, Oregon",355,173,182,41,047,000300,2
"Block Group 4, Census Tract 3, Marion County, Oregon",507,232,275,41,047,000300,4
"Block Group 2, Census Tract 12, Marion County, Oregon",845,474,371,41,047,001200,2
"Block Group 3, Census Tract 9, Marion County, Oregon",289,120,169,41,047,000900,3
"Block Group 3, Census Tract 1, Coos County, Oregon",585,516,69,41,011,000100,3
"Block Group 4, Census Tract 1, Coos County, Oregon",330,294,36,41,011,000100,4
"Block Group 2, Census Tract 1, Coos County, Oregon",359,283,76,41,011,000100,2
"Block Group 6, Census Tract 1, Coos County, Oregon",386,323,63,41,011,000100,6
"Block Group 1, Census Tract 1, Coos County, Oregon",516,461,55,41,011,000100,1
"Block Group 5, Census Tract 1, Coos County, Oregon",313,212,101,41,011,000100,5
"Block Group 4, Census Tract 13.01, Multnomah County, Oregon",647,182,465,41,051,001301,4
"Block Group 2, Census Tract 13.01, Multnomah County, Oregon",344,162,182,41,051,001301,2
"Block Group 3, Census Tract 13.01, Multnomah County, Oregon",440,226,214,41,051,001301,3
"Block Group 2, Census Tract 14, Multnomah County, Oregon",628,362,266,41,051,001400,2
"Block Group 1, Census Tract 14, Multnomah County, Oregon",691,238,453,41,051,001400,1
"Block Group 5, Census Tract 14, Multnomah County, Oregon",293,132,161,41,051,001400,5
"Block Group 3, Census Tract 14, Multnomah County, Oregon",590,385,205,41,051,001400,3
"Block Group 4, Census Tract 14, Multnomah County, Oregon",371,191,180,41,051,001400,4
"Block Group 4, Census Tract 25.02, Multnomah County, Oregon",562,265,297,41,051,002502,4
"Block Group 3, Census Tract 25.02, Multnomah County, Oregon",904,208,696,41,051,002502,3
"Block Group 3, Census Tract 27.01, Multnomah County, Oregon",295,295,0,41,051,002701,3
"Block Group 1, Census Tract 27.01, Multnomah County, Oregon",428,414,14,41,051,002701,1
"Block Group 1, Census Tract 13.01, Multnomah County, Oregon",507,143,364,41,051,001301,1
"Block Group 1, Census Tract 37.01, Multnomah County, Oregon",477,246,231,41,051,003701,1
"Block Group 4, Census Tract 39.02, Multnomah County, Oregon",365,323,42,41,051,003902,4
"Block Group 2, Census Tract 39.02, Multnomah County, Oregon",394,206,188,41,051,003902,2
"Block Group 3, Census Tract 39.02, Multnomah County, Oregon",341,307,34,41,051,003902,3
"Block Group 2, Census Tract 48, Multnomah County, Oregon",737,64,673,41,051,004800,2
"Block Group 2, Census Tract 49, Multnomah County, Oregon",870,48,822,41,051,004900,2
"Block Group 2, Census Tract 67.02, Multnomah County, Oregon",503,503,0,41,051,006702,2
"Block Group 4, Census Tract 105, Multnomah County, Oregon",324,312,12,41,051,010500,4
"Block Group 2, Census Tract 105, Multnomah County, Oregon",407,374,33,41,051,010500,2
"Block Group 3, Census Tract 105, Multnomah County, Oregon",389,296,93,41,051,010500,3
"Block Group 3, Census Tract 95.02, Multnomah County, Oregon",740,200,540,41,051,009502,3
"Block Group 1, Census Tract 95.02, Multnomah County, Oregon",460,408,52,41,051,009502,1
"Block Group 2, Census Tract 104.07, Multnomah County, Oregon",648,242,406,41,051,010407,2
"Block Group 3, Census Tract 104.07, Multnomah County, Oregon",392,172,220,41,051,010407,3
"Block Group 4, Census Tract 20, Multnomah County, Oregon",892,183,709,41,051,002000,4
"Block Group 3, Census Tract 20, Multnomah County, Oregon",881,227,654,41,051,002000,3
"Block Group 2, Census Tract 317.03, Washington County, Oregon",409,319,90,41,067,031703,2
"Block Group 2, Census Tract 313, Washington County, Oregon",915,366,549,41,067,031300,2
"Block Group 2, Census Tract 320.01, Washington County, Oregon",309,309,0,41,067,032001,2
"Block Group 2, Census Tract 20, Multnomah County, Oregon",397,155,242,41,051,002000,2
"Block Group 1, Census Tract 31, Multnomah County, Oregon",673,370,303,41,051,003100,1
"Block Group 4, Census Tract 31, Multnomah County, Oregon",333,318,15,41,051,003100,4
"Block Group 1, Census Tract 46.02, Multnomah County, Oregon",487,314,173,41,051,004602,1
"Block Group 1, Census Tract 69, Multnomah County, Oregon",636,558,78,41,051,006900,1
"Block Group 2, Census Tract 30, Multnomah County, Oregon",534,476,58,41,051,003000,2
"Block Group 4, Census Tract 30, Multnomah County, Oregon",343,322,21,41,051,003000,4
"Block Group 3, Census Tract 30, Multnomah County, Oregon",599,498,101,41,051,003000,3
"Block Group 2, Census Tract 83.01, Multnomah County, Oregon",953,319,634,41,051,008301,2
"Block Group 1, Census Tract 100.01, Multnomah County, Oregon",535,58,477,41,051,010001,1
"Block Group 2, Census Tract 335, Washington County, Oregon",974,838,136,41,067,033500,2
"Block Group 2, Census Tract 304.01, Washington County, Oregon",907,623,284,41,067,030401,2
"Block Group 1, Census Tract 305.02, Washington County, Oregon",763,547,216,41,067,030502,1
"Block Group 1, Census Tract 312, Washington County, Oregon",663,207,456,41,067,031200,1
"Block Group 3, Census Tract 103.05, Multnomah County, Oregon",380,280,100,41,051,010305,3
"Block Group 2, Census Tract 103.05, Multnomah County, Oregon",574,467,107,41,051,010305,2
"Block Group 1, Census Tract 103.05, Multnomah County, Oregon",514,310,204,41,051,010305,1
"Block Group 2, Census Tract 97.02, Multnomah County, Oregon",722,487,235,41,051,009702,2
"Block Group 1, Census Tract 97.02, Multnomah County, Oregon",803,503,300,41,051,009702,1
"Block Group 4, Census Tract 97.02, Multnomah County, Oregon",809,742,67,41,051,009702,4
"Block Group 3, Census Tract 97.02, Multnomah County, Oregon",362,273,89,41,051,009702,3
"Block Group 1, Census Tract 98.03, Multnomah County, Oregon",866,539,327,41,051,009803,1
"Block Group 2, Census Tract 98.03, Multnomah County, Oregon",578,232,346,41,051,009803,2
"Block Group 1, Census Tract 103.04, Multnomah County, Oregon",759,295,464,41,051,010304,1
"Block Group 2, Census Tract 103.04, Multnomah County, Oregon",521,410,111,41,051,010304,2
"Block Group 1, Census Tract 74, Multnomah County, Oregon",468,238,230,41,051,007400,1
"Block Group 1, Census Tract 304.02, Washington County, Oregon",812,361,451,41,067,030402,1
"Block Group 3, Census Tract 305.01, Washington County, Oregon",768,292,476,41,067,030501,3
"Block Group 1, Census Tract 305.01, Washington County, Oregon",434,276,158,41,067,030501,1
"Block Group 3, Census Tract 38, Lane County, Oregon",860,0,860,41,039,003800,3
"Block Group 3, Census Tract 42, Lane County, Oregon",486,102,384,41,039,004200,3
"Block Group 2, Census Tract 42, Lane County, Oregon",435,61,374,41,039,004200,2
"Block Group 1, Census Tract 42, Lane County, Oregon",626,161,465,41,039,004200,1
"Block Group 1, Census Tract 226.05, Clackamas County, Oregon",586,401,185,41,005,022605,1
"Block Group 2, Census Tract 227.07, Clackamas County, Oregon",2258,1532,726,41,005,022707,2
"Block Group 1, Census Tract 82.01, Multnomah County, Oregon",504,58,446,41,051,008201,1
"Block Group 1, Census Tract 38.03, Multnomah County, Oregon",558,414,144,41,051,003803,1
"Block Group 2, Census Tract 46.01, Multnomah County, Oregon",682,482,200,41,051,004601,2
"Block Group 1, Census Tract 46.01, Multnomah County, Oregon",849,780,69,41,051,004601,1
"Block Group 3, Census Tract 63, Multnomah County, Oregon",659,511,148,41,051,006300,3
"Block Group 2, Census Tract 102, Multnomah County, Oregon",878,533,345,41,051,010200,2
"Block Group 2, Census Tract 32, Multnomah County, Oregon",436,281,155,41,051,003200,2
"Block Group 4, Census Tract 32, Multnomah County, Oregon",576,553,23,41,051,003200,4
"Block Group 1, Census Tract 33.02, Multnomah County, Oregon",500,352,148,41,051,003302,1
"Block Group 4, Census Tract 34.01, Multnomah County, Oregon",495,168,327,41,051,003401,4
"Block Group 1, Census Tract 34.01, Multnomah County, Oregon",416,258,158,41,051,003401,1
"Block Group 2, Census Tract 34.01, Multnomah County, Oregon",433,207,226,41,051,003401,2
"Block Group 3, Census Tract 3.02, Multnomah County, Oregon",349,293,56,41,051,000302,3
"Block Group 3, Census Tract 7, Deschutes County, Oregon",447,436,11,41,017,000700,3
"Block Group 4, Census Tract 8, Deschutes County, Oregon",331,170,161,41,017,000800,4
"Block Group 1, Census Tract 8, Deschutes County, Oregon",1690,1461,229,41,017,000800,1
"Block Group 2, Census Tract 8, Deschutes County, Oregon",451,206,245,41,017,000800,2
"Block Group 3, Census Tract 8, Deschutes County, Oregon",356,172,184,41,017,000800,3
"Block Group 4, Census Tract 9, Jackson County, Oregon",1747,952,795,41,029,000900,4
"Block Group 3, Census Tract 14, Jackson County, Oregon",1718,1298,420,41,029,001400,3
"Block Group 2, Census Tract 321.10, Washington County, Oregon",308,278,30,41,067,032110,2
"Block Group 1, Census Tract 321.09, Washington County, Oregon",335,332,3,41,067,032109,1
"Block Group 2, Census Tract 321.09, Washington County, Oregon",691,618,73,41,067,032109,2
"Block Group 3, Census Tract 320.03, Washington County, Oregon",300,36,264,41,067,032003,3
"Block Group 1, Census Tract 320.03, Washington County, Oregon",960,193,767,41,067,032003,1
"Block Group 2, Census Tract 320.03, Washington County, Oregon",776,216,560,41,067,032003,2
"Block Group 2, Census Tract 320.04, Washington County, Oregon",399,212,187,41,067,032004,2
"Block Group 1, Census Tract 320.04, Washington County, Oregon",433,364,69,41,067,032004,1
"Block Group 1, Census Tract 319.10, Washington County, Oregon",1499,1289,210,41,067,031910,1
"Block Group 2, Census Tract 319.10, Washington County, Oregon",576,560,16,41,067,031910,2
"Block Group 1, Census Tract 308.05, Washington County, Oregon",498,479,19,41,067,030805,1
"Block Group 3, Census Tract 308.05, Washington County, Oregon",866,276,590,41,067,030805,3
"Block Group 1, Census Tract 319.07, Washington County, Oregon",686,582,104,41,067,031907,1
"Block Group 5, Census Tract 319.07, Washington County, Oregon",738,557,181,41,067,031907,5
"Block Group 2, Census Tract 9, Deschutes County, Oregon",560,304,256,41,017,000900,2
"Block Group 3, Census Tract 9, Deschutes County, Oregon",687,265,422,41,017,000900,3
"Block Group 2, Census Tract 18, Deschutes County, Oregon",1131,888,243,41,017,001800,2
"Block Group 3, Census Tract 18, Deschutes County, Oregon",1197,240,957,41,017,001800,3
"Block Group 2, Census Tract 305.01, Washington County, Oregon",534,419,115,41,067,030501,2
"Block Group 2, Census Tract 307, Washington County, Oregon",352,83,269,41,067,030700,2
"Block Group 1, Census Tract 315.04, Washington County, Oregon",580,498,82,41,067,031504,1
"Block Group 2, Census Tract 315.04, Washington County, Oregon",374,320,54,41,067,031504,2
"Block Group 1, Census Tract 315.06, Washington County, Oregon",449,449,0,41,067,031506,1
"Block Group 2, Census Tract 315.06, Washington County, Oregon",1051,412,639,41,067,031506,2
